tid,text,gt
134,knives out,0
135,replaced by misunderstood girlfriend doesn't get jealous,0
136,when your dive instructor starts yelling in arabic,0
137,hope on a rope it's what everyone's been waiting for!,0
138,the original derp face,0
139,if you want good life for your children kill them all,1
140,hiding from his bath,0
141,oh god here comes that smelly indian kid,1
142,"democrats giving rights to those who have no right to be here, while taking rights from those who do",0
143,when your parents tell you to go to the store when you just got home,0
144,when daddy takes away your small loan so that you can't build a wall,0
145,if james brown and the creature from the black lagoon had a baby,0
146,ban the burka you must be fucking joking,0
147,when this said it would be dry this wasn't what i expected,0
148,new fishing school,0
149,when you beat up a black kid and get arrested for propriety damage,1
150,wait a sec are u trying to gas me again,1
151,man: i'd like to trade her in for newer one,1
152,best polish removers,1
153,"i don't always talk to obama voters but when i do, i ask for large fries",0
154,when your dad comes to career day and starts handing out mixtapes,0
155,made rice krispies way before kelloggs,1
156,you forgot a comma? i forgot your parents were in the gas chamber,1
157,i hate snow it's white and on my land,1
158,when you unlock a new skin for your character,0
159,real muslims radical muslims,0
160,i wish i could stand by you!,1
161,rice cooker now versus in 1945,1
162,this project is tough but it will save the world,0
163,radical muslims want to cut your head off moderate muslims want radical muslims to cut your head off,1
164,you think i'm a terrorist but i identify as a firework,0
165,women use chemicals to remove polish everyday and no one bats an eye i use chemicals to remove the polish and suddenly i'm the world's biggest villain!,0
166,he is afraid of you more than you are afraid of him,0
167,when your dive instructor starts yelling in arabic,1
168,"they don't know how to use condom, this is the only way to control their population",0
169,everyone wants to be gangster until it's time to do gangster shit,0
170,the same enemy. we all have by the same people my people were exploited by the same people my land was stolen my people was stolen by the same people,1
171,handjobs sold seperately,1
172,"911, what is your emergency? ""i asked a man to defend trump without saying obama, clinton or democrats""",0
173,"roses are red, violets are blue i hope you like anal fisting",0
174,"we are all the same no matter are you black, yellow, red or normal",1
175,do you think cnn will be warned when 70 fbi agents show up at brennan's house at 5am?,0
176,my dog loves the attention,1
177,what's the deal with black people? they're not black and they're not people,1
178,racist!!! fuck this somali piece of shit!!!,1
179,how to put a refugee baby to sleep in less than one minute,1
180,partial arts,0
181,"last year tyrone got a new job, started building his credit, then something amazing started to happen! and spending more time with his kids",1
182,want to make america great again? vote on november 6 to replace the entire republican congress with folks with brains and morals who will act as a check on our corrupt and incompetent president,0
183,than nasty i'd rather be deplorable,0
184,"""how dark are my memes? well they...""",0
185,there use to be a pet shelter here,1
186,stop saying my religion is violent.. i will kill you in the or name of my religion,1
187,slow cooker,1
188,use one to protect your watermelon farm,1
189,if she responds to your sarcasm with sarcasm instead of getting offended... she's a fucking keeper,0
190,why isn't my drain working? probably because the pipe's black,1
191,"the face you make when you don't understand what ""stop resisting"" means",1
192,former first lady started a book tour,0
193,"think about it: every single corpse on mt. everest was once a highly motivated person stay lazy, my friends",0
194,allah! my goat doesn't love me anymore!,1
195,musllim logic: important unimportant,1
196,made rice krispies way before kellogg's,0
197,you know that we are better than any other race,1
198,when dad keeps banging the goat instead of you,1
199,party tonight? i'm down,1
200,today i feel so hot don't you?,1
201,we're glad you're home. the russians pooped in the hallway,0
202,"""life hack #23 how to get stoned with no weed""",1
203,orange is the new black,0
204,welcome to melbourne have a nice day,0
205,share a coke with your dad,1
206,when i grow up i want to be a gas plumber,1
207,when it's your first time sky diving,0
208,this is hercules the liger. he weighs 922 pounds that makes him one of the biggest pussies on earth... next to your bitch ass,0
209,"hey, baby i'm getting dinner started you gonna help out or just stand there? wtf, srsly?",0
210,turn for what,1
211,congratulations it's non binary,0
212,when did you decide to gender swap? it started when i ls swapped my mustang,1
213,these women have access to top secret classified information let that sink in,0
214,when your leader is killed by a drone and you get to fuck his herd of goats,0
215,i support terrorists because they're pea brains like me,1
216,got any more dumb white people,1
217,a muslim mans fantasy,1
218,where we were where we are from,1
219,how to spot a criminal,0
220,is it a boy or a girl? it's a bomb,1
221,when dishwasher stops working take it back,0
222,you get a day off for martin luther king ? hell we should shoot six more and get the week off,1
223,"ideology kills a dozen ""infidels""",1
224,you'll never be lonely@ goatsonly.com,1
225,can hear you taking a massive shit in a public toilet turns the hand dryers on as he leaves,0
226,old barack obama,0
227,can you spot the difference?!?!? didn't take me long either - 1st car's red,0
228,what every arab in sydney looks like,1
229,when mom asks where all the jews went,1
230,i just squirted tranny fluid,1
231,neo-nazis exist today and i thought we learned our lesson,0
232,the victoria's secret angels across america tour,0
233,what a true rapist looks like,1
234,went down on a muslim bitch. her pussy was the bomb!,1
235,when a waitress dates the new dishwasher,1
236,when you're a terrible dictator and want to conquer the world,0
237,asian child with her pet,0
238,live. laugh. love,0
239,march 8th international women's day,1
240,farming 1800,0
241,we're all americans and we're in this together,0
242,lookin fly for london fashion week,0
243,we need some. cause sandwiches don't make themselves up here,0
244,i like to play outside,0
245,when your teacher roasts you and your homie but he doesn't know about the bomb that's going off in 2 mins,1
246,all men are pigs women are equal to men,0
247,"""beats by dre beats by tyrone",1
248,islamic prayers answered,1
249,party tonight?   i'm down,0
250,"""we will take over politically, oust the constitution, establish sharia law, and behead all non- muslims, right in the streets of america""",1
251,porn casting or terrorist recruitment? -yes i can blow,1
252,sea monkeys,0
253,all was well in new york until the fire nation attacked,1
254,lawn darts muslim style,1
255,this story touched my heart twins separated at birth find eachother after 50 yrs,1
256,"silly f@ggots, dicks are for chicks get trump's out of your mouth",1
257,old barack obama,1
258,met a jewish girl and she asked me for my number i told her we use names here,1
259,the day that shook new york city,0
260,surrender my guns to a government that doesn't think twice about slaughtering a helpless baby.. you've absolutely lost your damn mind!,0
261,in england they drive on the left in canada we drive on what's left,0
262,you wanna get rid of flags and statues that remind you of the history of slavery? black people were around during slavery you wanna get rid of them too?,1
263,what would you do if i got pregnant,0
264,funny santa,0
265,picture of conservatives rioting in the streets after the 9th circuit court of appeals ruling,0
266,the evolution of man,0
267,"lynchings were most frequent from 1890 to the 1920s, with a peak in 1892",0
268,no to transphobes give trans people peace,1
269,"instead of saying ""fuck the ss"" how about you stop breaking the law?",1
270,indians evolution after 15august1947,1
271,charcoal mask. looks cool. tastes weird,0
272,"""my husband told me to make him a sandwich i need a good comeback i would come back with a sandwich""",1
273,"millions of kills, 1 death what a fucking camper",1
274,i love to run,0
275,hmm today i will commit 50% of all violent crimes despite being only 13% percent of the population being opressed time,0
276,man: i'd like her the way she is,0
277,blacks are musical they always love a good beat,1
278,vacation on a train it is long but it is beautiful try it,0
279,today we're making vegetable soup! the most disturbing thing i've seen all day.,1
280,"""they are the biggest terrorists in the history of the world. we have entire history of books showing this data""",1
281,new implant allows muslims to speak directly with allah apply to forehead,1
282,german fireworks,0
283,inbred you are cat piss you smell like,0
284,"what is up with black people they're not black, or people",1
285,she's chilling with her new purchases,1
286,party tonight? i'm down,0
287,"personal stylist $15,000 / week makeup artist $4,000 / month makeup artist $4,000 / month i can't tell the difference",1
288,ladies and gents i present you with miss islam 2015 contenders,0
289,"note to americans: we behead our own so keep on ""tolerating us"" until we take over your country",0
290,illegal immigration the cowboy way we'll know them if they try to come back in!,1
291,showing off my new tat,0
292,when ur too young to know racism but ur happy cause u got a new pet,1
293,what i say about the gunman every time there's a mass shooting,1
294,oops. broke the dishwasher again,0
295,when the vegetables are 2 for the price of 1,1
296,"the woman you met who admits she's wrong, apologizes and changes her ways",1
297,doesn't wear tampons because she trips over the string,1
298,your dog's favorite food,0
299,spending alot of time with your pets,1
300,we wouldn't change him for the world. but we wish the world would change for him,0
301,it's the cowboy way of doin things,0
302,michele obama holding a fundraising for studying animal intelligence,0
303,can you smell what the reich is cooking?,1
304,monkeys often pick bugs off each other to snack on,1
305,"don't like me? i don't care, it's still a beautiful day in my neighborhood",0
306,they're in a row,0
307,ahmed? im pregnant!!!,1
308,screw area 51 lets storm cheyenne mountain and get the stargate,0
309,love is more powerful than any other force in the world,0
310,the effects of slavery are still felt to this day,0
311,the evolution of man,1
312,"""one man's trash is another man's treasure"" is a great quote, but it's not the best way to tell your kid he's adopted",0
313,don't think this cream is working... maybe this will work?..... nothing's happening,0
314,when your parents ask why the gas bill is so high,1
315,relaxing weekend share with 10 more people if you agree,0
316,"you should thank me for what i've done, there would have been more of them",1
317,trump is functionally illiterate and knows almost nothing about american history,0
318,why don't they eat pussy? too close because it's to the gas chamber,1
319,muslim women are fighting for freedom and are ready for its consequences,1
320,the only way to deal with islam,0
321,when you finger an asian girl,1
322,the lion once again shows why he's the king of the jungle,0
323,when germans try to dab,0
324,when you max out intelligence and put nothing on agility,1
325,the i'm not black but my kids will be face,1
326,shakespeare play the taming of the shrew,0
327,"""they were uneducated false. they all had their masters""",1
328,black santa,0
329,they were mentally ill. i had to cure them,1
330,why don't they eat pussy? because it's too close to the gas chamber,0
331,when you told her you was going to fuck her till she was stupid,1
332,a fire cracker,1
333,canadian border jumper detained by american patriot,0
334,what if hitler was the second coming of jesus and he just wanted revenge,1
335,i went on a date blind date,1
336,looking ready to drop the hottest hip hop album of 2020,0
337,i had a fight at school and now all my rights are suspended,0
338,"i once went to a halloween party only in my jeans. and everyone was so confused and asked me what it means could you please explain your appearance to us, by chance? i said ""i'm premature ejaculation; i just came in my pants.""",0
339,"if a rabbi got into a fight, how would he defend himself? he would use jew jitsu!",0
340,when your dad comes to career day and starts handing out mixtapes,1
341,did you learn about the crusades in your history class?,0
342,looking for the hoes everyone claims i have,0
343,when she asked for equal rights so i gave her equal left,1
344,how black women fight crime,1
345,a fiery blasts rocks the world trade center after being hit by two planes,0
346,the first annual mohammed-a-thon,1
347,how dark are my memes? well they.,1
348,organic vegetable,0
349,when your dad comes to career day but forgets to bring your happy meal,0
350,good friday? more like great friday. amirite?,0
351,international day against violence,0
352,that feeling when you win a fifa game after being 3 goals behind,0
353,how to spot a criminal,1
354,i hired a clown for my birthday celebration,0
355,"if they aren't lazy, then why doesn't kfc have a breakfast menu",1
356,feeling cute. might kill 6 million later...idk,1
357,error,1
358,i hate it when white people throw gang signs thinking they're black and shit,1
359,nowadays chicks feel like showing skin is a sign of confidence but in reality its a form of insecurity because they have nothing else to offer other than sexuality,1
360,spot the difference,1
361,this has no place on american soil,1
362,hardworking and practice is path to success in female sport,0
363,dey call me wong sum ting wong,1
364,i am ready for the interview,0
365,organic vegetable,1
366,my face when i play hearts of iron 4,0
367,how you look when youre black and you celebrate the 4th of july,1
368,when you convert your dishwasher into a weed eater,1
369,the most terrifying pirate :),0
370,i was there when the bomb exploded,0
371,i hate it when white people throw gang signs thinking they're black and shit,0
372,monkey face monkey attitude,1
373,stupid neighbours woke me up,1
374,today we're making vegetable soup! the most disturbing thing i've seen all day... -flyboy,0
375,"what did i do, i am so angry at myself",0
376,"well, i guess we'll.. beheading home now",1
377,freakin white people... so annoying.,1
378,anyone else hate how hard these spot the difference pictures are getting?,0
379,the face you make when one of those damn apes cancels your show,1
380,when your little bomber brings home his first girlfriend,1
381,"look at the plane, *was it's your uncle samir",1
382,crazy bitches be like.. who the fuck is amber alert?,0
383,i love the poorly educated wish granted,0
384,mentally retarded teenagers with stuffed animals they made,0
385,when you finally give in and agree with you'll spend time with her parents,0
386,hitler be like i deserve to be in heaven i knew it,1
387,introducing fidget spinner for women,1
388,do i have something in my teeth?,0
389,having a disability is only playing life in hard mode,1
390,this is a bane on our society report it when you see it,0
391,i am not racist some of my best slaves are black,1
392,it's time we make peace with islam,1
393,rare picture of a dishwasher at birth,0
394,"the islamic sacred book, believed to be the word of god as dictated to muhammad",0
395,romanians when they see a slightly open purse/pocket/window,1
396,blacks are musical they always love a good beat,0
397,"knock, knock who's there not this bitch ( obviously )",1
398,'slavery reparations' has there ever been a more blatant attempt to buy the 'black' vote?,1
399,there's only one race the human race and that thing on the right? that's a monkey in human clothes,1
400,wtf is with this guide dog? i keep ending up at kfc,1
401,"""farming simulator 19 classic equipment dlc""",1
402,there use to be a shelter here,0
403,great financial news for me this morning. no longer have to send $16 a month to that african kid,0
404,i don't always masturbate on my own but when i do i like to slap away my hand and play hard to get,0
405,you know that we are better than any other race,0
406,"you call that a killing, ahmed? this is a killing!",0
407,when dad keeps banging the goat instead of you,0
408,true organic love,0
409,"him: have you seen my cat lately? her: nope, have you seen your dad lately?",1
410,please stop calling your ancestors slaves. they were honorable nobles held as prisoners of war and those psychopathic crimnals weren't masters,1
411,"hey trump, since they don't want a wall let's build a 24/7 firing range and mine field",1
412,if you hold it up to your ear you can hear police sirens,1
413,excuse me.... i think you're doing it wrong,0
414,stop illegal immigrants they're taking the land we stole,1
415,the original derp face,1
416,some habits are hard to stop,0
417,book of satan written by psychopaths,1
418,living proof that you can shoot a liberal in the head and not hit anything vital,0
419,when dishwasher stops working take it back,0
420,one of the first prototypes of the atom bomb,0
421,this story touched my heart twins separated at birth find each other after 50 yrs,0
422,having a child didn't ruin my life it saved my life,0
423,how to pick up a girl from auschwitz,0
424,i got 99 problems and chromosomes,1
425,illegal immigration the cowboy way we'll know them if they try to come back in!,0
426,what do i do when my dishwasher stops? i should get back to scrubbing,0
427,i don't let my vitiligo get me down,0
428,hey! stop picking on him! f*ggots are people too!,1
429,so liberating for us to finally be able to be ourselves,0
430,this movie sucks i should have gone to the other one,0
431,"hi, i'm rashida tlaib and i'm what's wrong with the country",0
432,we protest for our rights !,0
433,ever wondered why atheists are so stupid? because not believing in something does not require a single brain cell,1
434,"junkies be like... naw bro, i'm clean....i take suboxone",0
435,"when you fart next to the jewish kid, and realize you just gassed the jews",1
436,me convincing homophobes that i'm just like them and not a sexually deviant pervert,0
437,over heard my daughter telling her friend she was curious what it would be like to date a black guy so ... i showed her!,1
438,when you call the avengers and they send the one from wakanda,1
439,i just found out that my father; a lifelong staunch republican is voting for the democrats......... he would have never done that when he was alive,0
440,who let the monkeys out?! we don't know,0
441,don't be racist black and white children are the same,0
442,we are not here to be part of america we are here to take over america,1
443,some habits are hard to stop,1
444,had to load these by hand today felt like a syrian guy looking for his wife,1
445,islamic prayers answered,0
446,interracial couple watching tv   and sleeping,0
447,"when you smoke, that's the amount of ash that fills your lungs stop smoking, stop cancer",0
448,trust me.. ...they love the warm weather,0
449,every white man dream,1
450,what if tornadoes are actually created secretly by the government to destroy these,0
451,keep it legal. keep it affordable !,0
452,dark humour is like a child with cancer it doesn't get old,1
453,if you wantto find out if you're gay poop in your hand and jack off,1
454,when you're still fucked from last night's bender and sunglasses aren't gonna cut it,1
455,"""this happens to 1/3 of women 2/3 aren't doing their job""",0
456,"it's taekwondo, not taekwondon't",0
457,fighting them is nothing new. letting them come into our land and spread their disease is,1
458,there's a reason they have children. they are pedophiles,1
459,when your actively avoiding your responsibilities while trying to look busy,0
460,oh you want trump impeached? for what? the crime of making you cry?,0
461,"they don't know how to use condom, this is the only way to control their population",1
462,bruce jenner's cat,1
463,what's left of my opponents after our rap battle,0
464,they're not alllll rapists... right?,0
465,when you're watching the #roots remake but you're in an interracial relationship,0
466,this is the worst cancer i've ever seen,1
467,"109 countries, rabbi fuckhead wanna make it 110?",1
468,she knows exactly what she's doing beware,0
469,asians be like switching to fullscreen mode,0
470,who said i'm uneducated i have my master,1
471,once you go black so does your face,1
472,old albino gorilla,0
473,a lot of men wearing a white shirt,0
474,the fucking dishwasher is acting up!,0
475,show me the ape son,0
476,train therapy dogs to provide support to shy goats,0
477,terrorism is one of the only areas where they do most of the work and none of them get the credit,0
478,the newest member of hate group,0
479,even i can see obama's a muslim,0
480,let's shake hands and forget about that colonialism stuff,1
481,patty cake... patty cake butt hole... hand i got tourette's syndrome chicken... fucked ham,1
482,"""great at making martinis terrible at stealing tambourines""",1
483,book of satan written by psychopaths,0
484,and that's why i gas people,1
485,andy's coming,1
486,turning every country it touches into a shithole,0
487,"spiders are like him not all of them are dangerous but since they all look the same to me, i don't want any of them in my house",1
488,today feels like a kinda day where i just wanna freak people out,0
489,when your dad passes the family school shooting gun down to you,1
490,when you found your wife is cheating on you ya allah,1
491,"what is that wonderful smell? it smells like.... caramel! oh, today we burnt the diabetics",0
492,he won because he is a boy competing in a female sport,0
493,muslim wife wearing sexy lingerie for her husband,1
494,african girls portrait without burka,0
495,white cave beast evolved from moneys,1
496,the only cure for islam,1
497,black friday deal buy one get one free toaster,1
498,"they're in a relationship, who makes the sandwiches?",1
499,like i said. i'm an aries!,0
