tid,text,gt
31,"Económicamente nos sale muy poco rentable..., Almodovar defraudando, Los Barden sin pagar impuestos en España, Dani Rovira antitaurino y Truebal... Ay Trueba!!, el 20 minutos tiene una tirada muy grande, los tienes en todo el metro de Madrid. Me gusta!!, en Ganaderías y en diverisdad de Encastes sobre todo... Vaya tela!!, y con el maestro  como aquella maravillosa tarde de Otoño😍😍, en S.Isidro fila 21 pegado al 8, a las demás corridas las cojo sueltas en el Tendido Alto... Pues nos veremos seguro!!, pero el Madrid juega cada 15 días... Yo comparto mi abono de las ventas con otro amigo y el vive a la otra punta d Mad, Enhorabuena  precios populares para una Gran Corrida de Toros y encima Novillada tb cuidando a los jóven…, yo tb pensé q estaría bn esa idea, pero si algún día no puedes ir y se lo dejas a alguien, sería un rollo recuperarlo, Y si quieres regalar alguna entrada o tienes algún compromiso? Al tener todos los días corrida sería imposible..., tener la entrada más barata a 30€, es raro que te dejen escribir aún en ese periódico..., aun habiendo hecho muy buen final d temporada creo q no puede permitirse el lujo de no estar en la feria, m sobra Padilla, El Fandi y Perera! Me faltan toreros como Garrido y Morante! Y tb corridas toristas con A.Ferrera o Fandiño, xq no le dais la importancia q se merecen a las novilladas y las ponéis en el artículo? Xq no las veo..., Enhorabuena  y Bienvenidos    y tb  jugadorazos de primera y con mucha experiencia!!, q cosa más incoherente... Aquí creo q esto no tiene sentido, con estas 2 corridas tan buenas que vimos!, En cuanto han bajado los precios en La Mexico, la gente ha respondido.Tan difícil es de entender q se necesitan precios populares??, Bien  denunciando los precios tan altos d 
Bilbao y Salamnca daban penita este año... Para mí el ejemplo Albacete!, Xabi Prieto el único con -2? I.Martinez se autoexpulsa y 2 picas... Y a la defensa y Rulli le caen 3 goles!!",1
32,"Confieso, que eres muy linda, antes hablábamos, espero … — graciasss, espero que tu también estés bien, y hablame,…, te gusta alguien? — no, Lo mismo opino😕😕😕, Lo sé, espero que estés bien, Dios te bendiga siempre, te quiero!, Muchísimas gracias, gracias de verdad por todo lo que siempre fuiste conmigo..., Deje ir tantas cosas, tantas personas, que si valían la pena 💔💔, Todavía la tienes?😳😱 que buenos momentos ❤❤, jajajaja todas😱? Lo sé, fuiste siempre un gran persona conmigo, ay😕, Que lindo☺, gracias por todo de verdad, te quiero!, Mi mamá me consiente cuando estoy enferma y 😍😍😍😍😍😍😍😍, Día y noche pido al cielo por los dos❤💑🙏, No llames amor, a tu hipocresía !!, oyeee por que me niegas aahh Mona ? , jajaja ok no , só… — Jamas te negaría mi vida, te amo🙊 jajajajajajajaja 🍻?…, Las miradas se empañan con la falsedad..., Hasta donde puede llegar la hipocresía🤐😮, Todo el tiempo jaja😝🙁, mesa ya tiene otra novia? — Creo que Juan David ya esta grandecito para tomar sus decisiones, yo no tengo nada que…, y me besaste, y me invitaste a caminar por tus sueños, me regalaste un corazón mas sincero, porque te amo, con amor de verdad, Salieron tan perfectos los planes de Dios♥, Mi amor eres tu, tu loco soy yo, tu loco soy yo y mi amor eres tu ♪, Nadie te dijo que tu me enloqueces el alma, Si acaso hubiera podido escoger mi destino, desde mi primer latido habría ido contigo para decirte que tu eres el ser mas perfecto, El pasado no hace que la gente sea correcta, es el sentimiento del presente lo que cuenta, si ya te besaron, te juro que ya lo olvide, Hola, eres bonita y me gustaría hablar con tigo, cuidate. — gracias y no, C, que te ves linda y no te conozco ☺ cuidate — Gracias, cuidate, que hermosa, Dios te bendiga, tengo que ir a conocer ese bebe, cuídate♥, La vida no es las veces que respiras, es los momentos que te dejan sin aliento 💙, Yo quiero algo así :(, Y creo que nada me impide, decirte que estaría bien, besarnos una vez y otra vez, hacer el amor por siempre, una y otra vez",0
33,"Eh eh no creía que me seguía este pibe 😂😈, Como amo a mar y a ari jajajaja, Gracias sol por ayudarme hacer más negra 🤘, No me canso de decir lo que dice la publicidad de trivago jajajajaa, no era que eras fan de zinos, Cara de Ángel,cuerpo de diabla,me tiene loco con tanta foto 😈, Hace mucho no subía una 📷, A empezar a dormir la siesta de nuevo porque me aburro ahre, Parezco una vieja durmiendome todos los días a las 11 de la noche y levantarme a la mañana, No puedo estar mas feliz que el viernes veo a Tizi y a caro después el 3 las veo de nuevo con mili y el 18 vemos juntas a Gonza 😻🎉, Me explican un domingo 8 de la mañana despierta, Se me parte la cabeza 😭, tengo que estar, Tanto odio para que Aries vaya último la concha de la lora, Parezco re enferma dando rt a esas cosas que te aparecen cosas pero tengo miedo y es por las dudas ahre, Este me sigue estalkeando 😂 fan, Acordate que todo vuelve 😂, Fama,poder y respeto 👋🔥, Nunca voy a olvidarme del xv de caro cuando no me ayudaron a sacarme de encima ese pibe 😂, Pobre, Jugar al jodete no es para mi, Los envidiosos a mi me llueven 😈, Soy fan de las uvas 💅, Me levante a las 4 y sigo con sueñoo, El primer viernes 13 que me da mala suertee 😒, En esta casa no se puede dormir tranquila de que se cae algo,la concha de la lora, Ahora entiendo porque todo pasa por algo, Calor que de mierda que no te deja dormir, hace meses dijo boca, Me tiraste cualquiera zinos, no me la creo que empiezan en un rato 😅, Sin caso cerrado estaria aburrida, justo ahora me doy cuenta que escribi mal grande,soy pelotuda si, Porque tiene que ser tan grende? 💔 ahre igual si, Me tiene ganas y sabe que no puede 🎶, Y ahora me llamaaa pa que se lo ponga de una vezz, La musica es lo unico que me la sube 👍, Ahora no me hables de relaciones 🎶, Estaba comiendo un paty crudo,por estas cosas no me gusta hacerme la comida 😬, Ultimamente me hago yo la comida 😂, Nunca voy a superar los audios que mandaba con martina jajaajaja, Como vas a ir a caso cerrado por una pelotudes jajajaja, Igual me lo voy hacer juju",0
34,"Movimiento rapido con esta desaparición..., Las casas de cambio abren hoy con un cambio de 1 bs= 4 pesos... O sea se le está dando la Razón al DolarToday..., Para las Elecciones hay q cambiar a varios Gobernadores y Alcaldes q lo han hecho pésimo, sino se pierden, Esta modalidad viene de Colombia... Revisen las noticias colombianas, incluso le tienen un apodo..., jajaja... La viva realidad..., Las panaderias tienen un cupo dond le vndn x cantidad d sacos / 7500 y 10000, lo q pasa es ellos la bachaquean, El Gran Detalle es,¿ dond están los responsables?  quienes eran los encargados? Sin castigo?, casualidad  es o era, no se con stos cambios, el q estaba negociando con el privado y vinieron estos precios locos, También necesitamos que investiguen la gestión de Gobernadores y Alcaldes... La Corrupción es +q evident, Mucho descontento, NO... es una rebaja de la tienda..., O son de los q se quejan dl gobierno, pero no desaprovechan ninguna oportunidad q da el mismo..., Y si fuera sido rebaja por la  me gustaria un paneo d las personas en la cola, a ver si tienen cara d ´´Chaburros´, ´´ENDRINITA´´ Q aprovechaste dl Regimen... ´´Periodista´´... Es una rebaja de la tienda por cambio d temporada..., Por eso les dicen el Nazional... q poca seriedad... DESCUENTOS D LA TIENDA, PUNTO., NOTICIA FALSA, SON REBAJAS DE ENERO..., A la falta de inacción... y no se la consigo., Y d pana q me puso a pensar, porq trato d buscarle la razon logica --, Alguien me respondio en estos dias q al gobierno le conviene por el IVA, Con todo, yo me he cansando d denunciar con facturas, y nada..., Chavez no paro nunca... Así mantenia la presión a Gobernadores y Alcaldes..., Dicen q el q tiene tienda q la atienda... Maduro se quedo pegado en Ccs, como los d la 4ta, Ayer denuncie el aumento d + dl 100% cada 3 meses d pastillas para la Tensión A., Se va a perder todo, por la facta d acción en el control d la especulación..., Uno d los q está negociando con los privados es  hay q preguntarle",0
35,"En mi caso no pido $, solo busco trabajo si tiene alguna opción en sus empresas. Soy Egresado de Ingieneria. Saludos, El nombre de la canción es Manhattan. Responde y participa por entradas para ver a, Asi es el espíritu de hoy !! 👏🚒🚘🚗🚙🚚🚨  ☺, Todos los dias son buenos depende como sean mirados ☺, Todos apoyemos las comunas afectadas por este devastador incendio, Grande Alcalde  nuestra Region del Maule y su gente agradece el gesto su comuna y el de todo Chile…, , Vamos, vamos  Rezar, Orar, Pedir. Se nos quema nuestra, Vamos vamos vamos que esto se tiene que terminar. Rezar, Orar, Pedir para que esto termine en…, En Seminario Internacional ""Comercio Justo, Equidad en los Negocios"" y los 20 años de…, Que triste es ver como se quema  y parte de nuestra Region del Maule, Más Alcaldes como  comuna de Sagrada Familia y menos politicos corruptos, Estoy listo para el FDS !, este año defiendo tesis como vendrá eso, , Comenzando la mañana y viendo       Saludos y Exito, Hay cosas que diria pero prefiero callar para no generar conflicto😬, como llegue a nico castillo 😑 jajja cosas de, eres muy conflictivo. Aunque llenabas mas gente que ahora, jajaja conglomerado y usted de que partido joven, aunque no esta muy activo este tiempo, de la derecha liberal, quiero saber, es muy importante sab3 que esta pasando 😱😱😒, que onda la info de joven del maule ""flaite"" gente de ese tipo no puede militar en ningun partido, Enamorate de alguien con inteligencia, el físico cambia, Como estará  este año., Que honesta la gente extranjera, más que nosotros los chilenos, Casa Familiar en el Campo 🌳🌱🌵, Con la simpatica y buena onda  en, Necesitamos gente nueva no lo mismo de siempre, sin duda  es una muy buena opcion para Maipu, renovemos la Politica con gente nueva y dispuesta a trabajar., Cuando vas a la fiesta y la chica anda mejor vestida que tu 👸🏻👧🏻, Elegir libremente de quién enamorarse, jajaja pero mis ideas no son  al contrario algo liberal, La triste y cruda realidad que se vive en muchos lugares de Chile, Muy bien por tocar temas como familias homoparentales.",1
36,"Enamorarme nunca fue tan fácil 👐, Top 50 de Perú hay más reggaeton que otra cosa 😬, Libros nuevos para mí 😍, Las noches a su lado y los amaneceres junto a él 😳😍, Primera vez en la historia de mi vida universitaria tengo un horario digno y ordenado., El mejor trabajo de todos 💕, Y luego se preguntan por que uno los elimina o los deja de seguir, puras estupideces no mas publican., Fue suficiente, ahora será una semana diferente c:, La sin razón..., es que son unas lésbicas del mal., Él sonríe y para mí es mas que suficiente., Ya tocaba un paseito así c:, Que tal inicio de año., Que hermoso amanecer 😍, me tienes huevona con eso. Que espeso., Maravilloso 😍, Lo mismo por aquiiiii 😖, Jajaja (malditas tradiciones gringas)🙈, Cuantas guerras he librado por tenerte aquí a mi lado., A disfrutar estas cortas vacaciones 😌😋, Que día 😪, Dos días mas y libre de estrés..., Cuatro años de perseverancia 💪, jaja eso ocurrió en Perú 😂🙈, Esto no es una amenaza pero debes saber que pronto me iré., Tú eres la autopista deseada., Enseña tus heridas y así las curaras 🎵🎶, Esas ganas de un cevichito 😋, Lindo día 😊, Estamos llenos de olvidos pendientes., aquí está 😊💕, deberías leer sobre los egipcios, es mas bonito c:, El cielo dentro de mí 😍, Historia que nunca quise ver acabar., jaja tus sentimientos reprimidos salen a la luz de ebria!!!, ya pero no me pidas besos, ok? 🙊, ya esta ya oh, locona., jaja no era por eso que puse privado., jaja ya no sirve de nada, lo sacaré..., jaja ya no hay privacidad crjo., la inspiración del amor jajajaj, jaja que se hace? Son las letras de las canciones que estoy escuchando c:, No he dejado de intentarlo porque creo en los milagros., por qué no redactan bien sus noticias? En serio se pasan, a que llaman tendencia? Imbéciles., Conmigo pierdes porque sabes que yo soy diferente., Hoy la tristeza tocó a mi puerta y ya no respondí., Si no vives en paz, amar no es suficiente., Ya no creo tanto en nosotros, lo siento., Te juro que he encontrado para todo una razón., Que todo sea diferente, no significa que nada haya cambiado - Irene Peter.",0
37,"Hacen todo mal muchachos, si, pero se reemplaza con el cupo animal libre que deja Auzqui, así que ya fue (?), Si Verón se apuró volver? Por mi que se ponga a atajar si tiene ganas, porque Verón❤, Joda y noche sin dormir. Siento que volví a los 18, pero con más panza, menos pelo y resaca.., y  son una buena combinación con amigos @ Mute Club De Mar, Mar Del Plata, Tardaron tanto porque nadie probó con ""vinotinto123"", Un 9 de área de renombre y cerrame el mercado., Definitivamente me tengo que tatuar la cara de Verón en el culo. JSV=DIOS, festejo la venta como una Intercontinental (?), Top 5 de las termeadas más lindas que vi en mi vida. Muy rústico ❤, Fuimos a correr con  y en los últimos 20 metros nos regalan unas  La recompensa a dormir poco 🙌, crack, lsd, hachís, harina, lo que venga.., por eso era yo el único q festejaba de mi lado?, las faltas eran muy cerca del arco propio, pero pasa la mitad, la otra mitad son falta (?), Que difícil se les hace a los diarios platenses tratar de equilibrar a los dos equipos.., típico jugador q las hace todas en partidos de verano xq por los puntos schunke le rompe la tibia (?), estábamos discutiendo bien y salís con eso. Un abrazo, en el 2006 se terminó de hundir, y todavía le quedaban años antes de retirarse., Palermo no es ídolo y Guille se fue a la B. Banco tu fanatismo pero no te rebajes, El  la rompe toda
heladosibiza @ Helados Ibiza, no existe el marroc. Roger pasión de multitudes., al son de la marimba te conocí, Que linda la 11 la puta madre, Nunca hicimos amistades (?), Los inventaría, Umbro la está rompiendo toda con la indumentaria de Estudiantes.., El más grande, lejos.., promociona la banda hdp, spoiler es hasta un mes después máximo ☝, deja de robar ladrón, cada día más parecido a, no hay desperdicio, Nunca estuve cerca de ganar nada, pero  siempre ✊, El doctor, 20 años adelantado en TODO, Segunda parte del festejo de cumpleaños, con amigos y más familia.. @ Mar del Plata, Argentina, ganó la más importante (?)",1
38,"Les comparto ""Teleférico de Ecatepec: el sueño erótico de un dios"", Qué buena noticia. ¡Vienen los Red Hot Chili Peppers en octubre!, Ese soy yo. Aunque mi mamá saque la chancla, Por fin estoy leyendo este librazo. Ahora más que nunca es importante echarle un ojo, Hey profe  escribí este artículo sobre la etimología de la palabra 'Cadáver', inspirado en sus clases, Una grúa levantará una monumental instalación de arte sonoro hecha por el artista Enrique Jezik, hey la vacante es presencial? Soy de México, qué buena foto. ¡Modelos hermosas!, Hey esta exposición estará genial. Un diálogo erótico entre fotografía y pintura ""Hacer el cuerpo"" del gran maestro…, Escucho en la calle ""memorias con música veinte varos"". Pienso: qué música tan culera debe ser esa, ¿Cómo titular esta foto? Yo ""Estilo periodístico, celular de colores"" Al centro el artista Enrique Jezik, Aquí una foto del proceso de construcción de una instalación sonora del artista Enrique Jezik, Algunas reflexiones sobre los procesos de zombificación en México (antes de la Era Trump), te doy cien likes por eso. Te felicito, le has dado un nuevo concepto a la palabra bajeza, tranquilo hijo de Enrique Krauze, no te vayas a morder la lengua, Nadie me había elogiado de esa manera. Muchas gracias!, gracias! Me encantas, gracias por leer!, Saludos Su Majestad Imperial   escribí esta disquisición aborigen sobre su mas reciente rola ""Tu casa"", Comparto un texto que escribí sobre la rola más reciente de Silverio, Su Majestad Imperial, un análisis hipnótico, Veo a la banda más asustada por el mensaje de Carlos Slim que por el estado de la cuestión, jajajaja Yo jamás olvidaré este día, La neta me vi bien cagado en la transmisión de hoy del CMLL Informa. ¡Pero qué importa estuvo divertido!, Pinche suerte cagada  y yo nos ganamos boletos gracias a nuestro ídolo Mephisto!!!, Oro Jr., un joven gladiador que ha vencido las lesiones para llegar a la cima, Ahora sí un tiro inmisericorde entre  y  Sería la locura",1
39,"Hoy, en el mundo mágico de Twitter:, Faltan Los Chichos, pero buen cartel., ¿Cuál de esas es para mí? :), Es genial y Adam Driver se sale 👌🏻, Shh, no desveles el truco 🙄, Y yo a vosotros 😢, Creo que me quedo con 'Sing Street' y 'Paterson' como mis películas preferidas de 2016 🎬, Bonitos por dentro, que es lo mejor! ;) Nos vemos pronto!, La foto de 2016:     Sois muy bonitos :), Medios: si tiráis de inocentadas hoy para rascar un par de clicks -podríais ahorrároslo-, que tengan gracia, por favor 🙏, Qué modernos los del Nobel que eligen a un músico, pero todavía les quedan asignaturas pendientes..., tengo esperanza en la nueva peli 😍, a mí me ha parecido una historieta entretenida pero para nada igual a los libros. Creo que  es mucho más hater 😜, Gracias! Igualmente :), muchas gracias Guille! :), muchas gracias Daniel! :), Me tengo que cortar el pelo, lo sé! Pronto en  ;), un plato de patatas es de todos y punto 😅, Buen equipo pero... ¿Alguien más echa en falta mujeres?, Todas las fuerzas son necesarias para luchar contra la  no puedes decir que no a la batalla ;), Leo reportajes que parecen un episodio más de 'La gente de Bart'. Imagino que gustarán., El  es un deporte en el que juegan una contra una y siempre gana la alemana, Operación bikini, Lo de los vinilos pase, esto me parece demasiado 😑, Pero... el último de Justin Bieber sigue molando, ¿no?, El gran Steve Coleman ( presenta a la prensa su concierto de esta noche en, Por fin!, Larga vida! Y mucha suerte con  👌🏻, Una historia de amor y dolor como pocas. Felicidades, Un placer estar con  en la redacción. Aquí os dejo lo que han respondido a los lectores:, Muy útil el GIF, ilustra muy bien que Mariano Rajoy de vez en cuando parpadea., Hoy habrá mucha risa con algunas perlas del  pero vayamos a lo importante, que nos jugamos mucho 👌🏻👌🏻, De Gea y Muniain implicados el la trama de Torbe., Feliz década  Ojalá otros 100 años de pura guasa:, Muy interesante saber un poco más de su historia (y de sus tatuajes...)",1
40,"Luka Doncic (17 años). En dos temporadas, si Llull lo permite, dominará el baloncesto europeo., Y me acuerdo de Andrés Montes. Suavizaba los errores con carisma. Importante tenerla. En este caso, tampoco., Coincido. Puedes saber narrar o no. Pocos saben. Pero si Griezmann es rubio, no digamos Carrasco. Preparación., Y 4 meses antes de empezar se empollaron TODO. El día del debut se sabían hasta los dibujos de los neumáticos., Yo creo que el fallo es la preparación. Conozco gente que, sin tener idea alguna de motos, los eligieron (+), Doy por ganado el partido de Bautista pero... también daba por ganado el de Carreño y miren ustedes..., Dormir es morir en vida, querido., Es casi agravante. Encima., Muy bien Diego Costa. En año de Mundial, se marcha a jugar a China por 30 M/año (según la SER). Ya sabemos cuáles son sus prioridades., Si le pitas, le descentras y no rinde. Se viene abajo. El equipo juega con uno menos, se resiente. Casi mejor que no juegue., Vaya crack. Parece una tontería pero ya tiene a los críos ganados y motivados todo el día., Genialidad táctica., Según Yahoo Sport France, el Manchester United y Griezmann tienen un acuerdo cerrado para la próxima temporada., El Atlético, si se queda con solo la segunda parte y no hace autocrítica, está muerto., El Atlético se ha merecido empatar muy claramente., Simeone se tira del pelo, con lo que le habrá costado..., Es para pegarse un tiro., La que ha fallado ese muchacho..., Poca broma lo del gran Orlando., Queda claro ya que este Atlético no es ni la sombra de lo que era y que no asusta a nadie. Al menos en España. Veremos en Champions., Casi consigue el Atlético su objetivo de no encajar., Vaya golazo de Luis Suárez., Un seleccionador de 70 años llamando de ""usted"" a sus jugadores de 25. Ahí se empieza a formar ese maravilloso equipo., Qué pintaza tiene Benja Garay., Pregónalo por allí y cuenta con mi sable 💪💪💪, Lo estaremos. En breve. 😁😁😁, ¿Estás bien, Yota?",1
41,"sigue vacacionando?, Hablemos sin saber. Es gratis, ""Gran gesto"". Por suerte el Dr. Alfonsín se ahorra estos disgustos d sus propios correligionarios., en el mío tampoco, pero él es el Presidente, yo no., 41 días d vacaciones, y lo hace la misma semana q elimina feriados., Yo estoy muy relajado, me preocupa q él tmb lo esté. Slds, Que locura todo esto., Sería lo ideal. No sé q hizo ayer C5N, pero hasta hace unos días no decían nada., Tiene espalda y ovarios 💪. Slds, Que grande  Qué pensará el resto de sus compañeros que omitieron hablar sobre algún que otro ""temita""?., Siempre trabajando II  Es verdad, en este país nadie labura., Siempre trabajando, aunque TN no t muestren las imágenes., Las empresas de  d las q está hablando ahora, Puede fallar. 😬, No lo estarían queriendo mucho a, Total el tipo labura, con suerte, 4 días a la semana., Le seguimos pagando el sueldo a  y la Gobernadora  sigue de vacaciones.  😬, Que nervioso se ponen los muchachos.  como siempre, enorme., Frent a un Estado insensible y ausent, la militancia present. Felicitaciones  y a los cros q están junt…, Con el respeto y admiración q le tengo, tantas veces se aclaro q  NO es portavoz d  Los…, y  desayuno cn Pastores evangelistas q colaborarán en la integración d las…, ""San Luis tiene un espíritu y una conciencia d comunidad q no se ha perdido"", Junto  y  seguimos en San Luis, recorriendo las instalaciones dnd vivirán las familias…, El derrape d  Los nervios le hacen decir estos sincericidios?., Y algunos hablaban d una ""Plaza d Mayo llena""., En la prov d  conociendo la experiencia d la Esc Generativa ""Corazón Victoria""., Seguimos en San Luis p/ cumplir con el compromiso d acoger  tal como nos pide, recorriendo las viviendas dnd San Luis prevee recibir a las 1eras familias sirias., Recorriendo la infraestructura d la Prov. d San Luis dnd serán acogidas familias sirias., Parece que cuando le queda un rato tmb labura., Me alegra q un representante d  tome nuestra lucha c/  Años denunciando en AGC,…",1
42,"En  leed tb a mi compañero, Una gala de reivindicación con un presentador eclipsado, ''¡Buenas noches y buen cine!'' así despide  la 31 edición de los  y se asegura de apagar, ''Sigamos haciendo cine, que talento hay de sobra en este país''  mejor película, ''Rodrigo, Alberto y Pedro ha sido un honor compartir la nominacion con vosotros''  goya mejor director, ''Quiero dedicar este premio a mi padre porque me enseñó a utilizar ese lápiz para combatir al monstruo''   mejor director, Goya a la mejor dirección. Pesos pesados, ''Os quiero, hagamos películas'' 2/2 para Emma Suárez en los, 'Gracias Pedro Almodóvar por este personaje que tanto sufre en la pantalla y tan feliz me ha hecho fuera de ella', Suárez goya mejor actriz, ''Para mí,que  es la mejor pelicula del año.Rodrigo Sorogoyen es el mejor director del mundo''Roberto Álamo, goya mejor actor, ''No es fácil hacer cine en estos tiempos.Nos costó 10 años encontrar financiación'', Emma Suárez  a mejor actriz de reparto, Homenaje a los que se han ido este año, pero no olvidamos. Una lista demasiado larga, 'Llevo notando,por este personaje,cariño de la gente a través de él.Raúl,gracias por darme libertad'Manolo Solo, Goya mejor actor de reparto, 'Jota eres un monstruo, nuestro monstruo. Tú nos has llevado lejos una vez más''  a mejor sonido para, 5/5 para  con mejor música original. Bayona es la emoción personificada y aún le quedan 7 nominaciones., Luchadora, tenaz, realista, incansable. Brava, Ana Belén, ''A mis padres que sin ser de esta profesión tuvieron la inteligencia de darme alas y ayudarme a volar'', ''He sido muy feliz en mi trabajo y espero seguir siéndolo. En España se hace muy buen cine y nuestros cineastas nacen aprendidos'', ''No comprendo por qué a las mujeres nos cuesta estar al mismo nivel que a los hombres y más en una profesión tan liberal como la nuestra'', ''¿Tu quieres ser actriz de verdad? Ahí empezó lo bueno, porque empiezo a darme cuenta de que ser actriz significa esforzarse''",0
43,"Bienvenidos a Madrid Compromisarios, Nueva imagen de nuestra sede  Madrid.
😍😍😍😍😍😍😍, HayPropuestas tan evidentes q cuesta creer q HoyPorHoy se tengan q hacer.
Buenísima iniciativa d Cs
DarDifusion👇👇👇👇, Trabajando por y para mis vecinos., Buena incisiva, Gran Logotipo, magnífico color y sin dudarlo el mejor equipo.
👇👇👇👇
Ciudadanos, Gran iniciativa 
Un color hermoso y un magnífico equipo., LasTablas👉MADRID➡Paseo d LaTierra d Melide↔29💅Cita☎656394104, 910417872,Visitanos 👉estoy seguro q os encantará el s…, ¿Como los ha conseguido?😲supuestamente
👇👇👇👇👇
“De forma ilegal”
Pregúntenle al Señor Exsenador de ERC Santiago Vidal
Vergüenza🤔, Visitando Barcelona.
Ciudad muy hermosa.., Además ampliar el agradecimiento   
 😉, Además intervinieron Protección Civil.
😉, Algunos LlegamosTarde!!PeroFuimos
NosDebemosAnuestrosTrabajos😉😁
AdemásYaEstabasTU pa RepresentsenosIinformarnos💪🍊, Gran Ciudad y grandes personas
C's Coslada buenisimos anfitriones
Un lugar icreible para un momento histórico., muy buen equipo!! 👏👏👏👏👏, EL FUTURO DE MONCLOA YA SE ENCUENTRA PREPARADO. 
👇👇👇👇👇👇👇👇👇, último esfuerzo 
Maldita sea el corrector 😁😁😁😂😂, Queda poco para finalizar.
Último exfuerzo.
Os pido vuestro apoyo., para quienes quieran apoyarme 
IAN RAMÓN BELLA RUBIO, Comenzaron votaciones👉Compromisarios Espero con ilusión VuestroApoyo
Todas sonLas candidaturas d, Dos grandes representantes d una nueva era donde las clases medias tendrán voz y voto, Muy buena propuesta, Ciudadanos es un proyecto maravilloso.
Lleno de personas estupendas y honestas como…, Siempre con el deporte.
Grande el equipo formado por, El Ext…, Gran equipo!!, Excelente propuesta.
Gran trabajo realizado compañeros, Gran trabajo compañeros, Como siempre!, muy buen trabajo compañero, Gran iniciativa y buen trabajo, Mis felicitaciones al maravilloso equipo de, Cuando las cosas se hacen bien!, salen bien!.
mi felicitación para la policía local.
Excelente traba…, Muy buen equipo, Gran iniciativa de C´s Comunidad de Madrid y buenísimo trabajo realizado por, Excelente trabajo compañeros",1
44,"Es hoy wacho después de todo un año febrero nos vuelve a encontrar, uyyy hdp no me dejes con la intriga, fue una simple idea, también tenés el juego de la piragua o la mayonesa, No estoy mental ni emocional mente preparado para ver a esta mina, el teto, vos sos la desaparecida negrita, pensé que te iba a cruzar pero no, un día de estos pinta pileta y mates si me abren.., Que leche nos viene a tocar con un equipon la puta madre, El sorteo de la sudamericana me está dejando los pelos de punta, Defensa vas a jugar 3 torneos trae refuerzos porfa, no falta nada gato que decis, mañana ya es febrero paperri, Me corté el pelo después de un año, no lo puedo creer, no entendí, No puedo aguantar más necesito que se sortee ya la sudamericana yayayaya, Fui a pescar y me saqué esta foto no se que tiene que ver pero el fondo está bueno, Que ganas de acostarme y poder hablar con alguien de como fue tu día, yo también pero se la re creen las wachas, jajajajaja, aunque sea linda, eso de creer que por que sos linda todos te van a querer chapar es una idiotez, Que onda las pendejas que por darles un abrazo o algo así flashes que les querés robar un beso, para wacha baja 5 cambios loca, la más puta sos vos igual, Me depile todo estoy más rojo que una cola me duele hasta el alma, Cuando estás del culo y no te sale disimular, Estoy más rojo que tu mamá, Te extrañaba aunque me pelees 24/7, Resaca salí de mi cuerpo, Se te extrañe al oído me dejó K.O, No llego más a casa, Ojalá llegue y alejo tenga comida por que sufro de hambre, Qué paja salir sintiéndome así y estando insolado pero no voy a salir por un mes asique hoy me pongo como hay que ponerse, imposible, están más buenas que la vida sus mamás, Por primera vez no te saludé un día antes feliz cumple poyo querido siempre con vos en todas lo sabes hermano, te a…, estoy muy enamorado de esa mujer en serio, Acabo de ver un Camaro viejo, celeste por Sevilla y se me hizo agua el culo, dónde están los piolas, jajajajaja que decis quemado de la mente jajajaja",1
45,"Obvio!!, nos espera un laaargo dia..., hey   recibir a parientes de Lima y hacerlos recontra trujillanos a punta de comida! mandan mis chelas! 🍻🍻👍, así como cuando escribes de  y... no sabes nada de, pegadazo con los  del año pasado!!, razones por las que  te deja sin agua: 1. el río tiene poco caudal, y 2. el río está muy caudaloso., y si haces algo similar con los hinchas famosos   (si luego me regalas la alterna no me quejo :P saludos!), cambiamos Panamá por Perú y no notas la diferencia..., mira tú, felicidades a todos los amigos por allá!, y nos fuimos de viaje... 

naaa, ya quisiéramos...  tocó vacunas a…, el único tuit, de cientos, redactado con tino: ""sospechoso""... e increíble lo caradura del 2 veces presidente…, así como cuando recién ves una foto de   y dices what???, para que al final cuelguen..., si no quieren contestar  q ni siquiera entre la llamada. pierdo tiempo esperando, marcando DNI y las mil opciones que proponen, no quisiera imaginar esto en el, así como cuando te enteras de que el famoso mono Pedro era de un programa de la casa.. feliz aniversario, creo saber cual, vi sus fotos por acá... supongo que no puede delegar a alguno de sus asesores las coordinaciones p…, imaginar ese mixto y la barbarian acaban de sacarme del, gringa! que buena la nota que te hace  xq no hemos chambeado juntos??  un abrazo!!, en Latina?, ""Ay del que realiza su deseo"" ..., la protagonista de este sábado 🍺🍺, al Boys no me lo toquen! (eso sonó raro, incluso para la iglesia, ja!), gracias!, una consulta, existe algún manual de estilo para redes sociales de instituciones públicas peruanas?, es domingo vieja!! 
quién quiere salir de la cama??, fuck! 53 individuos, de la gente que sigo, siguen al  algo he de estar haciendo mal..., típico de  creer q el derecho individual está por encima del derecho común. no sabemos mantener nuestra, ley de  que el rival tenga la pelota todo el tiempo q quiera. nosotros solo necesitamos llegar 1 vez para hacer el gol",1
