tid,text,gt
41,"Wishhhh someone would come see T2 with me, Live in my dressing gown, Heathers got a driving playlist on Spotify when she's not even 17 yet, pass ur test and get a car first bbz, Cannot wait for this week and prelims to be over 👅👅💃🏼🍾, Finally booked maga with my fave ppl 😻💃🏼👙🐠🍹, Happy birthday liam, hope it's a good one😊x, The trailer for that film ""split"" gives me the fear😳, only psycho here is u, When ur just that little bit extra keen, Could live in my dressing gown forever ❄️❄️❄️, this is acc so u 😂😂, Spots r ruining my life atm 😅, So much love for this chick👸🏽👸🏼, I'm so guilty of being that person who'll ask ur opinion on something but if u don't have the same opinion as me I'll still be lowkey pissed, Why does it feel like I've went n caught the plague over night, worst timing 😷😳, So turns out I did have a ton of homework to do over the hols rip, new year fireworks 🥂🥂🥂 @ London, United Kingdom, ahahah I know😳 actual agony tho, Can't believe I fell down a flight of stairs at the theatre biggest embarrassment ever, happy new year boiiiis @ London, United Kingdom, don't worry bby who needs boys, hard life babes, Have no idea what to wear for new year stressinggg, It's shit missing someone, Celebrations for Lucy's bday in Edinburgh the other day🍹💋, Feel like my fams been missing out not having that mouth game 😂😂, Merry Christmas 🎅🏼⛄️🎁✨, Cannot wait to eat my body weight in pigs in blankets tomorrow 🎅🏼 faaave👅, Wish I could sleep💆🏼, every time I get an email from unis I get so hyped to find out they're just wishing me a merry Christmas omggg just give me offers, Just booked London for new year so buzzed 🌟🍾💃🏼✌️, keep telling myself prelims mean nothing to make me feel better about not revising, woooo failing, Why did I think it was a good idea letting my pals have my twitter account ?? 🤔, happy birthday hunnie👸🏼 hope you have a fab day, love and miss u❤❤, Ching Ching 🥂heatherr_reid _karadoyle elliemcfx, ur a what, actually having the worst luck atm, 1st and 2nd year Christmas dance🎄  @ Dollar Academy",0
42,"Nice to see  writing in the Guardian!, I'd agree 'piece' is arguably more familiar to those who attend dance regularly as it's used for mixed bills etc, This...Why David Hare is wrong about the state of British theatre, Can't wait to see Black next month! Le Gateau Chocolat: ‘Before I’m gay, black and fat, I’m human'  via, Thanks for the advice!, Hmm. How crowded is  tube? Worth a try  or best avoided? Anyone?, Have been saying much of this for years, great to see  call to cut the pompous jargon from theatre copy, Oh no, hope it picks up for you!, Well done to  for nomination for An Anatomie in Four Quarters and  for Bird nominations, Good read from Hadley Freeman on the evolution of 'truth' from Deliciously Ellla to Donald Trump:, Great news!, Stratford Circus Arts Centre and National Theatre to Introduce 4,500 Schoolchildren to Shakespeare, Wow....In the Mojave Desert, just outside Joshua Tree national park, Nice! where's that?, Sorry...that meant no sense, did it! Sharing from Instagram fail. Anyway, the jist, I went away and I saw a theatre…, Even in the desert... Bringing Even in the desert... Bringing some great…, What a life!, It's been a great year  here's a few highlights:   Happy holidays to all!, Thanks to  for the lovely cakes she baked for  Christmas gifts, yummy as ever!, Great music and the children really seemed to enjoy it too!, Good day  in Cardiff watching  Lovely to visit the world of Arrietty Clock for the first time since childhood, Hope you enjoyed it! x, I'll book it!, Happy to support and excited to receive my first zine!, This sounds brilliant!, This is a great cause, Absolutely agree. Inclusive education is so important for disabled children, mustn't be forgotten in grammar debate, No worries, I went there myself recently and was v happy xx, I recommend  he's a lovely chap, just him, upstairs in a coffee shop, Headline: Women say Jim Davidson isn't funny, I LOVED The Borrowers when I was small. Hearing good things about the  show:",0
43,"Missing bobcat Ollie found on National Zoo property - The Washington Post, Opinion | We cannot possibly confirm Judge Gorsuch before the election, Senate confirms  oops Senate confirms Rex Tillerson to become secretary of state, thanks  for pointing this out, one hopes, Second Republican senator to vote against DeVos, Yes ! thank you, so cool  way to go, What a disaster this administration is !, Convincing graphic.., Last seen carrying  banner!, Depressing.  Not shocking., Opinion | State Department dissent memo: 'We are better than this ban', Malevolence Tempered by Incompetence: Trump’s Horrifying Executive Order on Refugees and Visas, very troubling -- must read!, How true!, cool!, just followed, love the humor in  thanks  !, Washington’s new normal: A Trump protest spectacle a day, Trump Strategist Steve Bannon Says Media Should ‘Keep Its Mouth Shut’, anything to do with  ?, at least we've still got humor thanks  !, Mexican president cancels visit to Washington as tensions with Trump intensify, thanks !, Thanks for resisting  !, take that  thanks  !!, you rock  thanks!, OMG   -- Opinion | The State Department's entire senior management team just resigned, Follow these sites for the news and facts being gagged by, Count me in!, Read and  Five Groups of Americans Who’ll Get Shafted Under Trump’s Hiring Freeze, Such a treasure!, the shame!, How cool! Thanks for a bright spot during this dreary week, It's  unwanted tech &amp; make the world better today w., This call is for you..., yes!, We are here and thousands strong, My goddaughter and her mum, We're ready to march tomorrow for women, Making signs for tomorrow's protest, Tear gas at Farragut, Welcome to the government of for and by, Could the  be more white?, . we are going to fight for justice and equity.  Get ready - we are going to raise hell., We must, Can't believe this., Can't believe what is happening now., Yes ! More than 50 Democratic lawmakers now skipping Trump's inauguration, Could not agree more...Thank you  !, This cause is close to my heart - please sign:  via",0
44,"If you say it's shit, the general public will automatically assume it's great. More free publicity for…, . Unless, of course, he went in whilst I was at the pub. That's a possible exclusive! Back to the studio., BREAKING NEWS : Greggs for lunch, then the Four In Hand for a couple of pints. Still no sign of  here at Easter Road., BREAKING NEWS! Still no sign of Liam Henderson. I'm beginning to think I'm wasting my time here. Anyone want anything from Greggs?, It doesn't count unless you start with ""I CAN EXCLUSIVELY REVEAL..."", Nah. Not happening. He's getting some game time at Celtic, I think he'll at le…, This just in; sources say that Garry O'Connor will not be returning to Harvey Nichols. Back to the studio., ....still no sign of Hendo. Back to the studio., Fingers crossed. We all know how good he can be., BREAKING NEWS! Ian Black spotted near Easter Road. Conducting other business, no deal to be struck with Hibs. Back…, No. And they've just signed another two strikers., Doing my bit for Sky Sports News, reporting live from Easter Road with all the deadline day comings and goings... n…, The first good news I've heard this year!, Aaaaand... she's been fired! What the fuck is going on over there? It's complete lunacy!, Surely you should delete the original tweet. As your pal, Donald, would say... this is ""FAKE NEWS""., Every footballer in Scotland would be wise to listen to this. Sparky is as good a player as anyone up here, but att…, Football, ship, castle, harp., Please, Ayisha, feel free to post photos of the Hibs cup winning celebrations any time you like…, And you, Mike. All the best., No, it doesn't. It says, literally, that you ""don't care"" about the point…, You don't care that it'll be detrimental to the UK? That says it all. You,…, You're old. You won't have to suffer the consequencies. That's unfortunate…, I accept the result. Shame you don't have the balls to admit that, even th…, They're not in her position because they shit themselves. They know it's d…",1
45,"thanks Midge 👍🎸, Please give my hubby Paul a shoutout 50th bday today! 🎶🎂🍾🍺 x, Nothing really tastes as sweet as freedom, though they try to crack that liberty bell...run while you can 💙, looks great. We need more colour in our lives, People are so busy making other plans - glad I made mine a few years ago, tho not in a hurry to leave this messed u…, thanks!! I ll tell my colleague she ll be delighted, Hi  do you stock this beer by Samuel Smith? Colleague s favourite, some great sings there!!! 🎶👍🎶👍🎶👍, what s your favourite songs to sing Tommy?, Trump Hotels Just Asked Twitter To Share A Travel Memory. Their Responses Are SAVAGE -, Such a great story hey  I bet you re a good singer too ☆☆☆☆☆, have u heard of  man? He said ""if u don't bring joy to people there's sthing wrong with u"", Email 1daywithoutusglasgow for info on Glasgow plans, good to hear.   
 
💙 ALL people make Glasgow 👍💙
1daywithoutusglasgow, ALL people make Scotland and rest of UK 👍, Petition: Prevent Donald Trump from making a State Visit to the United Kingdom., Hell on earth?, are you playing tonight? 🎶🌹🎶👍 wish i could go, This happened a year ago today  Great music will always bring good people together. We need it to inspire…, Listening live NOW   💙👍🎶🎶🎶 TEAM NELL, the whole concert was wonderful but this song was a real highlight for many, thank you Simon 👍, A wonderful night of music with so many talented musicians. Thank you, Yes it is!! It's going to be magic., isnt it remarkable that many people didnt even know these basic facts -, Ah that's kind, i know this...but many people don't, It's  apparently.
But this song is great on any day 🍰, Just chatted to a sollicitor told him about  He was surprised to hear I don't have dual nationality &amp; couldnt vote on Brexit 🤔, There's concerts and there's concerts. Tonight is going to be a special one., i think it s only available as a download now. But from where?, throwing hats up in the air...🎶🎹🎶 greetings from, Chris Isaak - One Day 
(Is all he asks for)  👍💙👳👦👮👩👴👲👱",0
46,"Buzzing it's Friday!!, Trainspotting was fuckin amazing. Robert Carlyle is brilliant in it!, just put on the song again 😂😂, it's actual the best thing I've heard in ages 😂😂, Hoatest thing I've ever seen, Can Defo see a face on ross' stomach 😂😂😂😂, well you are old so probably getting that way, the one about bowling, him that's in zombieland?, Love smooth radio man 😂, How annoying is heavy breathing 😐😐, some film tho 😂😂, Shattered tonight 😴, Billy oceans some chanter man, These are class 😂😂, offfft 🙄, Always need a energy drink on a Monday morning, How goods it being a Celtic fan 🍀, 100% no gawnty livi pal (the now), a NEED to see trainspotting 2, and it's all because of you, Out or no 🙄👀, Elrow sold out, just wait and go in Ibiza then 😎😎, Keep hitting the explore button instead of notifications and it's really annoying, Buzzing for a nandos, Desperate to go on holiday soon and get some sun!, met her at the caravan when a was younger 🙄, can't even be bothered explaining this 😂 so am out, Why have I never watched peep show before now, Piers Morgan is a knob, I've been absolutely shattered all week, long lie is needed, Look at photos from this time last year and a looked ill cause a was skinny, this year I'm fat as fuck, did a fuck ready to leave it 😂, Fuckin hate groupchats when yer at work, why u buzzing? U hated them? Face was tripping ye, Something inside so strong, Legs Are actually deed, Really could go a nandos, Big rod was steaming earlier, was not expecting anything less, free entry the night 😂😂😍😶, cais one, deano took it, Anybody looking for a ticket for tomorrow? 🍀, From the northern highlands to the western islands, wasn't even a dive..., fuckin didn't ya prick, you working the day, Happy birthday Gary ma man, from your biggest fan. 

Rydo., serves him right, Good wee run out at fives!, no as bad as it sounds 😂😂, Actual class when u actual like going to work, some change in yer mood, Feel rough as fuck the day again, Swung about like a Empty tracksuit last night, Shift finished! Newcastle time 🍻🍻🍾 yaaassssssss, Cany beat a bit of rod Stewart",1
47,"Why Ikea's flatpack refugee shelter won design of the year, Conservationists crowdfund drones to capture land clearing, Alternative facts, yes. Alternative cakes, no. The adventures of Trump's inauguration cake | First Dog on the Moon, so excited to be a woman today, this is weird Trump, in CIA visit, attacks media for coverage of his inaugural crowds, I'm enrolled in  through  Join me:, Planet Earth II 'a disaster for world's wildlife' says rival nature producer, Celebrity isn’t just harmless fun – it’s the smiling face of the corporate machine | George Monbiot, The extinction crisis is far worse than you think, World energy use reaches a turning point with solar that's cheaper than wind  via, Despite climate change exodus, some Marshall Islanders head back home, Google, democracy and the truth about internet search, Holy moly- they're really here! First self-driving cars to be unmarked so other drivers don’t try to bully them, World's largest marine park created in Ross Sea in Antarctica in landmark deal, Could giving wild animals property rights help stop their decline? |  John Hadley, World on track to lose two-thirds of wild animals by 2020, major report warns, Solar - now officially the world's most popular form of power generation via, who is afraid of a feminist future?, Electric cars set to pass 2m landmark globally by end of 2016, Donald Trump’s Sad, Lonely Life, World needs $90tn infrastructure overhaul to avoid climate disaster, study finds, More good reasons to support the Guardian, Small talk should be banned - here's why, For those of us dealing with pink princesses in our lives...podcast, Is the mass sharing of driverless cars about to reshape our suburbs?, Princesses, pink and 'girly' culture – What would a feminist do? podcast, How your clothes are poisoning our oceans and food supply, Lives in the balance: climate change and the Marshall Islands, Pågan: the tropical paradise the US wants to turn into a war zone, Pope Francis says destroying the environment is a sin",0
48,"I will not complain about the weather. I will not complain about the weather. Sorry, can't do it  is the deal with this   ?, Sorry, but that Lovren booking during  is another indication of how  soft football is nowadays, What's the deal with  strip? Does he want to play under  at the mighty  or something?, Interesting read and even the comments are very informative, our tree is still up 😲 Though we've been away for 4 weeks 😀, Today is a friendly reminder why I hate commuting, I think he’s done well so far. Would be good to see how he plays with Matip for a game or so…, well I don’t anymore. Not paying that extra tax for no reason…, So a new  GC costs almost 20k more in  than in  What’s the deal with that? Does it cost an extra 20k to ship to  or something?, Hmm, the internet here in Melbourne is like being in 2001. It's that slow I might as well hear the dial tone of a modem, dammit I go overseas for 4 weeks on that Saturday 🙁, It’s been a couple of weeks  lets have a look at what’s going on in this crazy, Wow that was some hot  straight out of the ground, Heading to the  for my 1st  game 🙂 should be good, Hmm, so red wine hot chocolate is a thing. I think I'm going to have to give it a go, Love using my iPad as a 2nd screen with  Means I can always have2 screens wherever I am., Normally I would be saying ""geez it's Dec already"" but  it's more like ""thank god there's only a month to go of, So  Vandal is stronger than I remember, well now you need to explain. What were you trying to type?, Seriously  is finally coming to  and I’m not going to be here… Grr, Ha ha, funny that a m4.5  isn't even worth getting up off the sofa for anymore, Oh, what beautiful weather we’re having today  :(, dressing their kids in a  shirt and a  rucksack, yup almost hit 2500  now. Just nuts tbh, With this shortage you can guarantee those needing a 🚗 park will be held ransom and someone will be making a profit, you should stop drinking so quickly, they can’t keep up geez",1
49,"Wow I thought things were bad in NZ for climate change action. Perhaps we should call it a dead heat., Relevance of your comment to the tweet or the Joe Bennett article is what exactly?, 2016 hottest year ever recorded – and scientists say human activity to blame, Nick Wilson of University of Otago's study on smoking in James Bond films., Joe Bennett on Paul Manafort, paid apologist for despots &amp; ex leading player on Trump's team. Drain the swamp!, Global sea ice is at lowest level ever recorded, Informative article on sugar, soda etc and their importance for individual and public health., Business model for tobacco industry remains maximise sales of cigarettes. Developing countries = key target market.…, How to respond to bad science. Don't reject all science, promote good science. Jess Berentson-Shaw, Interesting piece by Keith Ng - particularly on need for different approaches to and use of evidence in science and…, Uncertainty about launch of new tobacco product and whether it is legal in NZ.  via, Global tobacco taxes generated nearly $269bn Govt revenue in 2013-2014 – less than $1bn spent on tobacco control., Nature article on NZ's eradication goal for introduced pests.   via, Our hottest year on record, but there’s cause for hope on climate change  via, Tobacco prices head for the clouds, Interesting piece on the 'social investment' approach in NZ and how the left should respond., Mike Joy: Government agencies are using tactics from the corporate PR playbook to airbrush state of NZ rivers., ..... Whilst in New Zealand (2), In the Netherlands the trains run on wind power ..... (1), Excellent article from NY Times in 2015 on the evidence for vaccination and to dispel the myths e.g. MMR and autism., Interesting long read on distribution of gun violence in US and  implications for how to reduce gun-related crime., Modelling study explores likely health impact of a UK soft drinks levy  Blog version here:",1
50,"Yay! Back into writing with my year 2s. Being confident to write their interesting words they don't know how to spe…, Workshop: Coming up with my learning question for reading (they found this hard!!) Students at the ❤ of learning…, oh yeah!!!, WhaBam! How's this for a daily timetable then...?!, Ximena!!! This is how we starting our collaborative Hub learning today 😍😍😍 Yay! You rock!!, First day of Hub learning with Ximena (thanks for great day 🤗!!)  Introducing independent time focus…, Updated Learning Bubbles Flexible Process Development  Thanks to  for 3D suggestion…, Thanks Nic 🤗 we are super excited to be collaborating together in a Hub space., Learning bubbles adjusted digitally to show how much time spent on activity written inside. Twitter feed shows my journey, What are your thoughts?  The surprising habits of original thinkers | Adam Grant | | TED-Ed, Strength of collaborative teaching with  conversations that develop our learning process 😁🤗, Talking about strategies used in the incredible years programme with our teams, Starting early- Professional Development with  'Future Focused Education and Collaborative P…, The impact of languages use., Holiday time after another busy teaching year!!, Nothing beats helping a friend transform their space for 2017., -this is very cool, great explanation of how we can show the process of learning and reflection throughout l…, Annual School Picnic- what a beautiful morning!!!, one of our messages!!!, Connection, Conversation &amp; Kai Parent Evening for 2017 Video Clip, End of year song &amp; haka practice, Prep for tonights Connection, Conversation and Kai with our 2017 Hub parents, A range of learning experiences all happening at once!!, The Learning Process: How do I learn? Info Clip., Paying it forward.. giving an end of year gift to students that money can't buy., The design thinking process for ""The Great Gift Exchange"", Meeting our parents for 2017 Hub introductions and information about FLEs",0
51,"Can someone please reply to my DM? My order was meant to be here yesterday and it hadn't moved since 4:46am Thursday morning., they are really letting you down &amp; i have wasted too much time over the years waiting for them to do their job properly 2/2, I'm sorry to say that once my orders have been fulfilled by  I will be closing my account after 4+ years.  are awful 1/2, OK so you won't reply to my DM. Tracking no 7182986538996072 due to be delivered today, tracking has not updated since 4:46am???, Really disheartening watching DPD and TNT turn up in your small street to deliver to neighbours and you are stuck with, Yeah I agree. Hermes really let Boohoo down, makes me not want to order from them 😞, haha thanku hun! Good luck with finding yours! 😂😂🙈🙈, 😂😂😂🙈🙈🙈 oh noooo! Doesn't matter how many times I move house, they haven't been able to deliver to any of my addresses!, Yup! Mine is coming from Boohoo too and still nothing. Had so many problems with Hermes!!! 😡, Hi! The 20% off everything app code, does this apply to sale too as there is no asterisk to say whether it's full price only, I so need to win this for my blokes birthday which is tomorrow! He's the b…, The other half and I were in Pets at Home this evening. Spotted a bearded dragon that looks like Trump., This is the best part of the whole series 🎷, I was brought up on Iron Maiden! My dad was so excited when I presented him with Trooper beer! 🤘🏼, Follow our account on Instagram! REAL messages from REAL people to myself &amp; my best friend!, Never noticed that before! Strange... 🤔, So my bestie &amp; I are documenting the weird &amp; wonderful messages we receive on dating platforms.Give us a follow!…, Is it odd that I actually find the older gent with the neck and hand tats attractive?! 🙈 actually, don't answer that!, Smiling because life is starting to fall into place ☺️, Tonight was bloody Fright Night, Honey G on ABBA or Big Band week. 🙄🤔 yeah alright., Hi, do you have a release date for this sweatshirt? 😍👌🏼",0
52,"a Scottish Banksy if you will, Just saw a woman in newcraighall hoovering her plants - the dedication, Cuddled up in bed with rupaul and pizza - dare you to name a better way to spend your Sunday..., Emmy and Nile are off getting pizza and I... I am trying not to fall asleep, , bit of healthy to counteract the red and then some Jackie Oates on top you'll be all good 💕💕, I feel like all I do nowadays is moan about people on buses... but they are genuinely awful, how to meme 101, it's because you're a living meme, Kinda helps when you own everything eh..., Teen boys on the 3 - no ones ""choried"" your seats at the back... also this bus now stinks of Lynx Africa..., wait since when?, she was adorable, Wee girl almost went flying on the bus so I put out my hand to stop her from falling-she rebalanced and then just randomly held my hand...😂, What an absolute cutie pie, @ the man with a glass of water on the 29... why? Were there no bottles to hand?? Who brings a glass on a bloody bus!?!?, ""SNL comes back this week - expect even more Kate on your dash line"" ~, Highlight of the night was watching kit shout ""mate your back doors open"" after a man in a van catcalled us, Finally finished work, bus home, driver says I look very suave... mate I look knackered but thanks 😂😂, happy birthday love ☺, Yeet was And on that note, thus begins a 5 day social media break! See ya on the flip side ✌🏼, Nae way has someone still got their Christmas tree up??, what time you going to graces my love?, aye mon then square go, i will fight you, I have never used that word, gotta love the Glaswegians 😂😂, she's amazing eh 😂😂, Nae way did the bus just drive past me, the room, Having a bad day? Here's my Glaswegian Grandmother trying to say ""burglar alarm"", My mum just told me that it shocked her that George Michael was gay as she didn't expect it at all - what..., I want someone to look at me the way Jasmine looks at Kennedy, revenge is a dish best served at 4am, who sends a Christmas card ad midnight though to be fair???, I'm so game for doing this omg",0
53,"Nice post; I respect your decision. But I also want to say, your blog made a difference for me, and I appreciate it. Thanks 🍻😀, don't be the bad guys, publishers. you don't have to be. there is way more money selling Model T's than selling horses.  7/7, and it means that as  resorts to ever more desperate, convoluted measures to hold ground, they are increasingly the bad guys. 6/, but i have even more sympathy for a humanity that desperately needs the best knowledge systems we can build. that means we need  5/, i have so much sympathy for the folks whose livelihoods depend on the broken toll-access model. it sucks to be travel-agented. 4/, solution: universal authentication system everyone will have to use always. genius! call it project  add a laser. 3/, Summary:  is so horrible that even  rich people with access are resorting to piracy. 2/, Fascinating glimpse at the twisted, broken future  publishing is hoping to build.    1/, ""Each month, we’ll give out $1000 USD"" to fund innovative ideas in, is nothing more, or less, than this. A gentle, revolutionary idea., Too much research (incl some of my own!) has clumsily just looked at tweets-citation correlation without segmenting…, then it's worth noting that i've been saying that for a long time, and i keep being wrong., so i certainly wouldn't say i'm arguing against them. but when i see an idea and i'm like ""aha this will surely work!"", absolutely, i agree it's a fantastic idea to bake micropayments into the platform. i love it. i hope it works., Great to see research pointing this out: ""Tweets from research users are more correlated with citations"", Cool approach to  which would make a great way to fund an open web. Alas, they've a 20yr track recor…, Presenting with  at   on ""putting your best virtual face forward."" Yay, great group here!, well, the metrics remain an alternative, complementary approach to traditional citation analysis., Big news for the  space, as Elsevier purchases",1
54,"Goal for this month is to start going to jummah again, United we stand. Divided we fall., Trust the process. Things will get better., Leadership simply comes down to; truthfulness, perseverance and team work. The rest comes after., But now that I'm older, I know the real monsters are the people who clean your windshields without your permission at a red light, When I was a kid I used to think the monsters were under my bed., Just want to make my parents proud, it's hard living in a time of what I like to call selfish convenience., that's not very nice, Mom needs to stop feeding me roti and daal chaaval for my post work out meal. How is a brother supposed to get jacked with all dis desi gee, We are selfish when were predominantly concerned about ourselves. We are altruistic when were exclusively concerned with the good of others., What I love about SuperBowl: ads., I wish corn bread was universally offered everywhere like whole wheat or multi grain, Will be interesting to see how this affects ad analytics and future lengths of videos from news channels and social…, Just because it's invisible, doesn't mean it's not there., Loyalty over EVERYTHING, Global revenue of $36.8 billion by 2025 😲, Will be interesting to see how this form of delivery effects laws and regulations e.x. shipments of contraband and…, Trying to get on RAMMS, but this keeps showing up. Please advise,, Somewhere between I want it and I got it, I highly recommend watching  if you haven't already. The show really defines the negative effects of future tech innovation, I see people stuck on an endless path, seeking acknowledgement from people they don't like, by becoming someone they're not., Sorry mom, no roti for me today. We got any quinoa and chicken breast?, Ask me how hard it is to eat healthy in a South Asian house hold, I just wanna road trip to the states for an in n out burger, We are but the products of our thoughts. What we think, we become., We did not come to fear the future. We came here to shape it. United we stand, divided we fall.",1
55,"So it's ok when Callum was having a water fight last night but not when Jedward sing a Katy Perry song 🤔, ""I'm not confrontational"" says Kim as she is confronting James., Bianca's a bit slow isn't she?, I see Callum is taking being nominated well., Can we do a shock eviction and evict those 4 idiots at the table?, Jedwards voice just makes this funnier/better, Lol Callum just can't handle getting nominated., Google Translate is a blessing., Why are people voting for Bianca 😩, Nicola calls everyone else bullies yet all she does is bully Jedward!, Tony in Skins is such a dick 🙄, He's in Celebrity Big Brother, he's already humiliating himself.., I love James C but wow get over yourself, Neil Patrick Harris plays the role of Count Olaf in A series of unfortunate events so well 😅, I really don't understand how standing up for yourself is a bad thing but ok, Callum's secretly delighted 😂, Can we just evict Jasmine?? She's horrible., I thought I'd hate Jedward but they're the best in the house 😂, Can they please put Bear in the house 😩, Austin is so funny 😂😂, Was that Carly from the inbetweeners??, Finally get to read Diary Of An Oxygen Thief 😍, THE RED HOT CHILI PEPPERS JUST CANCELLED THEIR IRISH DATES ARE YOU SERIOUS, It's so awkward when someone you know irl unfollows you, The ghost riders in teen wolf are too scary, Aw I'm so happy for Scarlett, she's so genuine awh, If Emily wasn't Simons act he'd never stop bugging her about the fact she always does slow boring songs., when are you two getting married?, Martin is the only interesting person in this 😂, Can we just fast forward to Christmas now?, it's been almost 3 years now I think I deserve a follow, Probably isn't haunted but maybe where the Manson Family lived, Spahn Ranch, Mean Girls 2 is trash, WHY DID THE O.C KILL ONE OF THE MAIN CHARACTERS WTF, , I love how  and   still act the exact same way on tv 😂, Ahhh it's so annoying when you're watching a movie with someone and they fall asleep, CAROLINE AND STEFAN ARE ENGAGED FINALLY",0
56,"Along the road that's paved with good intentions  via    GREAT CARTOON!, would be a great get for  !, Millennials are not lazy, just misunderstood: author and speaker Simon Sinek, Join schwarzenegger in  with   Friday night 17 March book…, Kate Fischer: Stop fat-shaming Tziporah Malkah  via  THANKS, Been great spending time with you Tony. Amazing show last night! As Fagin would sing ""You can go but be back soon!"", Australia   is next month!!!!Buy your 2017 Expo tickets today., Who won?, is raising $ for Womens Housing on  please donate here, Who doesn't love a pink flamingo ?, Marketers are guilty of following, not leading:  - AdNews  via, How lucky am I ? Sneaking in a tasty Ricotta and Pear cake dessert verace_pizzeria ... want some…, Join me in 5 mins Facebook live from Sydney's Macquarie Park with the owner  of the world's best Pizzeria.... Verace Pizzeria, The World’s Best Pizza Is In SYDNEY's WEST, SWEET CHEEZUS: 'World's Best Pizza' Awarded To A Pizzeria In Sydney!, yes just checked it.  Thanks. The pizza is great!, The World’s Best Pizza Is In SYDNEY And Here’s Where To Get It! | Hits &amp; Old School, Mary Tyler Moore RIP, The World’s Best Pizza Is In SYDNEY And Here’s Where To Get It! | Hits &amp; Old School, I went in 98 for the Comm Games. Great place., I'll be back !, Working hard on  visit in March !, Join dextermoore lizottesrestaurants  Friday Feb 3, Growth by the dozen  via  BOOK NOW, Women’s March in Washington: Massive numbers turn up for protest  via, Millennials are entitled and lazy - but it's not their fault  via    BOOK NOW, via    tv ad with, A water fight and an exploding car – Ultra Tune is back - AdNews  via, Love the Dalai Lama., ‘Women can jump up and down all they want’ says Ultra Tune as brand launches new ads, 'Rubber Girls' star in raunchy new commercial for Ultra Tune  via, Rubber Girls: Laura Lydall and Parnia Porsche are back with a new Ultra Tune ad  via, Will you watch the new   tv commercial on  at 9.20am ?, Treadmill time! Let's go Saturday Sydney !! Coming ?",1
57,"We're also going to talk about this in relation to: 

And Tillerson's confirmation. 

And I…, I continue to be angry. I'm going to compile my anger into a nice, well-written bit through which I will EDUCATE YO…, My weekend plans include board games and doing my taxes hello yes this is the life I lead now., I'm still 3,000 miles from my Xbox. Try this weekend bud., My life is a giant Lord of the Rings reference in which I am Treebeard and I am pissed about orcs trying to burn the forests., If you're feeling hopeless remember the hordes of Mordor had pushed to the upper levels of Minas Tirith before the forces of Rohan arrived., First they came for the steelers, then they came for the Steelers., Furthers my suspicion that Brady is an android designed to play football., I've always liked  but he has now ascended to Chief Hero Dude Supreme David Harbour and is now my fav…, Was a good time., Lots of people already at this Seattle protest., I'll be there! You going?, Botany was never my strong point., Whether you happily identify with one of those groups or not, is that really the company you want to keep?, Regardless of your reasons, you've found yourself in the same camp as Nazis, racists, homophobes, xenophobes, and actual monsters., If you're still supporting this administration I'm going to need you to REALLLLYY think that one through., The hair in the wind though., We went to this art show at a conservatory and I did this wild augmented reality painting on a cactus. 

The artist…, Dude this is the fastest response to something terrible I have ever seen. Good work, good guys., Righteous., If you look closely you'll see that there are actually two terrible people in this photo., THREAD., I am on a mountain and I am happy., I don't get how you can see pictures of kids who have managed to survive in Syria and still think ""Refugees? Nah."", This is a long, but very important video., Here's a fun resource about imports from Mexico: 

Fun things that stand out: Food and alcohol, medical equipment., Stop spreading propaganda",1
58,"Oh hell yes., Um... yes, yes please:, This one is particularly fluffy and likes to leave fur in her wake., Here's a cat. Have a cat. Everyone needs a cat. 😺, I don't know how much more news out of the US I can handle., WHAT THE ACTUAL FUCK., This brought a little laughter to my night., Did you see this one?, Deal! Might need a hashtag., Here is today's daily cat pic. ""I like to snuggle in mummy's clean clothes."", With the events of the last few days, I keep coming back to this quote on the wall at the Holocaust Museum in DC.…, I think I might just start tweeting a daily cat pic for reasons... LOOK AT HER WIDDLE FACE., This is me too. I've been on Twitter more in the last week than I have in months, but not tweeting much., I agree with  don't. Come back to us. Fuzzball and NimNim miss you., That was a nice little late night  to get the adrenaline pumping right before sleep., Nawww, there's none on the website. 🙁, I need one of these mugs in my life. Typo?, Here are some pictures of my cat Firebolt playing with Newt Scamander's wand. Just cause I think everyone needs a b…, One can only dream., Trump will be ousted, Hillary will be sworn in, and everything will be right in the world again. The end., Those votes will be made invalid, shifting the electoral college in Hillary's favour, meaning she is the legitimate POTUS., Namely, that there was voter fraud, but those voters voted for Trump, allowing him to win the electoral college., You know what I would like to see happen? That this investigation reveals many things..., NZ: the favored refuge for elite in event of disaster. Buying property here a type of apocalypse insurance., I was laughing pretty hard at her. She's such a derp and wouldn't let us help., That was probably their whole plan with the alternative facts and fake news. More like Trump's distorted reality., Is it just me or is Trump looking less orange in the last couple days? Has he missed his daily spray tan? (Currently watching CNN.), And here is the video footage:",0
