tid,text,gt
40,RT @USER : Crazy ? She did n't lie RT @USER : this is legit crazy :/,1
41,#Tagline #Disney #dismal #RooneyMara #EverRacistLand,1
42,RT @USER : When someone insults you & they think you actually care,1
43,RT @USER : Bora Bora ? ?,1
44,RT @USER : Meek done set it off with this one ? ? ?,0
45,RT @USER : WHAT IS ZAYN DOING TO ME ?,1
46,RT @USER : i could slide on these eyelashes,1
47,"Mike RT @USER : Filmography : Mike , Adam , Jim , Will #1GottaGo",1
48,Martha said for Valentine 's Day she wanted a heart shaped pancake for lunch . Being the doting husband I am ...,1
49,"This year , for the first time I 'm doting on kouhais ... normally I 'd be like",2
50,#soutmanf Stand W73 until Thursday #laser #cut #weld,1
51,"RT @USER : DOLLY HERO Meet 25 yr-old Meg , Britain 's oldest dog ! Rescued from puppy farm by doting dogdad HTTPURL :/ ...",1
52,だいぶ眠い 。 仮眠とるか 。 #廃墟 #abandoned #ruins #haikyo #urbex #写真好きな人と繋がりたい,2
53,"Effects 137,000 women + Illegal 30 years , no-one in Britain yet convicted of FGM #disgraced",0
54,As proud of the @USER lads as a doting ( young ! ) mum . @USER @USER @USER @USER,1
55,RT @USER : @USER Jane 's baby not even born and Xo is already drooling he ... It 's going to be a doting grandmother . ? ? htt ...,1
56,RT @USER : im just doting on my daughter gomen tl,1
57,RT @USER : William Bruce Ellis Ranken 's ebullient portrait of the young Ernest Thesiger . Born this day in 1879 .,1
58,Watching all the flies go by ! Which one shall I attack first ? ? ? #Fefeswanson #kitten #cut ...,1
59,"This beer goes well with Ghost Bath 's ' Moonlover ' . Some ebullient stuff going on , just wish the vox were cranked up .",1
60,Campaigning in Polegate this morning with the ebullient @USER and the frugal Francis Maude .,1
61,"RT @USER : RT @USER : Anyone missing a cat in #Stokey ? This bloke running around #Benthal , seems a little distressed . HTTPURL :/ ...",2
62,"RT @USER : The next President of our beloved Nigeria . My friend , Ebullient GMB . Buhari .",1
63,#nowplaying ELISA - ebullient future / rainbow pulsation ～ THE BEST OF ELISA ～,1
64,"Even a packed Edinburgh to Glasgow evening train is fun in the company of ebullient art writer , Anne Ellis .",1
65,The beautiful and radiant sight of Hull City 's stadium awaiting the arrival of #avfc ;) #Creepy #Bleak,1
66,#VoilàSnackbar #WorstPresidentEver #POTUS #Disgraced #ISIS,2
67,#NowPlaying ebullient future ( English ) / ef - a tale of melodies . / ELISA #これ聴いてるんだからねっ ！,1
68,"Wenn Jim Carry will , ich w ? r bereit für "" Dumb and Dumber III "" . #cut #viel #gesicht",1
69,MacBook Air falls over 300 metres from a plane - and survives the landing @USER,2
70,"RT @USER : Crowds attack Ebola facility , health workers in Guinea",0
71,"RT @USER : Beyond ecstatic that my stuff come in today , @USER hook it up ! Thanks baby ! ? #wakeyagameup #productpusha HTTPURL :/ ...",1
72,#django doing a fox impression . #cat #black #longhair IG > imaakim,2
73,I could n't be more ecstatic today . I have been waiting 8 years for 101 Dalmatians to release from the Disney Vault !,1
74,RT @USER : ECSTATIC to have been scouted at @USER with my best gal @USER ? ? thank you @USER ! !,1
75,RT @USER : Shelter Dogs On Their Way Home For The First Time -,1
76,"RT @USER : 2 hours down , 6 to go ! Learning to ski is knackering but so much fun ? @USER #ski #olympia2024 #aching #smiles htt ...",1
77,Grab your brain mittens twitter I 'm super ecstatic to be at work .. ? ?,2
78,Pakistan players ecstatic after PCB credited 20 rupees bonus in their accounts #IndvsPak,1
79,PAS Teens are on #Broadway ! Excited to see #Disgraced - @USER,1
80,#erza #anime #fairytailgirl #fairytail #kawaii #cut ...,1
81,RT @USER : Ecstatic to be working out of our new home office in the Dogpatch ! Cc : @USER,1
82,"RT @USER : Today ! One Billion Rising Ecstatic Dance Party in Malcolm X / Meridian Hill Park 2pm - 4pm , Free HTTPURL : ...",0
83,Nuneaton fans at Gateshead today . The 26 went away ecstatic after a 2-1 win . Respect to all who travelled !,1
84,Watching Titanic on Valentine 's Day while eating a crap ton of chocolate ... I 'm just ... So ecstatic . Ca n't you tell ? ?,2
85,RT @USER : For our first time at state we are ecstatic on taking 4th place in AAA finals ! Congrats to all the amazing teams ! HTTPURL : ...,1
86,Ecstatic to be holding the first print copy of Wind In Your Sails . #biz #author,1
87,Hot Steamy Nights and Elated Feelings Make For A Great Valentine Evening ! Sensual Thoughts @USER,1
88,Oprah Winfrey is elated about a novel she recently finished reading #read,1
89,RT @USER : El #CUT ofrece carreras de cinco Universidades y el #CBC de la UBA . Informate al 4512-4399 o al mail cut@tigre.gov.ar h ...,2
90,@USER good 2 know dat ! am elated in fact to know that ! ctually no SRKians are-we are too good as a family !,1
91,@USER Dear Anita - My Finest Regard To You As Far As 100 % Total Elated Valentine 's Day MMXV In The Florida @USER,1
92,Picture Frame #Distressed Red Black #Sentiment How Sweet It Is To Be #Loved By You #etsy,1
93,"RT @USER : Elated to see "" Burroughs : The Movie "" @USER DVD is forthcoming via @USER",2
94,Logarusic elated with win @USER @USER,1
95,@USER looks so elated ?,1
96,This is my Valentine 's from 1 of my nephews . I am elated ; sometimes the little things are the biggest & best things !,1
97,Just when you thought you 'd seen everything ! ... #ParkingSpace #Lanzarote #ItsNOTtaxed #zimmer #oldpeople #alarmed ?,1
98,RT @USER : It 's @USER w @USER Tim hosted @USER @USER & we r elated to host Tim @USER HTTPURL :/ ...,1
99,Nigga kilt that shit I bet,1
100,RT @USER : #women #wristwatch #Women #Watch #Timex #Strap #Python #Black Met all my expectations . Nee ...,0
101,RT @USER : At a forum to discuss @USER takeover and having ZERO confidence in State 's interest in helping distressed schools .,0
102,"#Disgraced : Great performance , humor right on point & realism spot on . Now , how can I get a copy of the play / script ?",0
103,RT @USER : RT if you would stand with #Agron @USER upon the sands of #Spartacon ! Let voice be elevated to the Gods ! HTTPURL ...,1
104,"HO BRASS MTS MANHATTAN ELEVATED EL CAR SET , 2 CARS , PAINTED",0
105,RT @USER : Guess who back,1
106,"“ @USER : "" @USER : Bruh ? ? ? im done .",2
107,I can't even tell you guys how much I love these covers ? @USER #invaded #alienated #prettycovers,1
108,RT @USER : One Love & Unity !,1
109,S / O @USER x @USER [ M ! E ],1
110,"Vote #Conservative , the traditional party that elevated gay partnerships to marriage in law & sold its soul .",1
111,RT @USER : this guest house by korean architect moon hoon features an elevated terrace ...,1
112,"#Broadway #Play "" #Disgraced "" #Pulitzer #Prize #Winner by #AmirKapoor . #NYC #TimesSquare #NewYork #Manhattan #Theater",0
113,"Some of the many static caravans that pop up in clusters along the British coast , most of which are empty in winter .",0
114,Quantum of the seas under dramatic clouds . Notice the empty pool - - too cold and windy today . Tomorrow Florida .,2
115,"RT @USER : "" I 'm hunted , I rebelled , I did it , all of it , for you "" #ProfoundLove",2
116,Buscando um novo rumo que fa ? a sentido nesse mundo louco .. ? #peace #love #cut #cabofrio #rj #022,1
117,@USER look what came in the mail today . I 'm so excited to get started . Yay . #alienated,1
118,RT @USER : Dean probably thought Cas was really cute with his upside down FBI badge . #PROFOUNDLOVE,1
119,#HappyValentinesDay to all you followers ( whether your #heart is contempt or empty ),1
120,THIS remIX MAKES ME DIZZY,1
121,"RT @USER : "" Mom what should I do with this empty bag . "" "" It 's a hat duh """,1
122,Captivity ? No Thanks ! He 'll empty ALL those tanks ! @USER #Cowell4Dolphins,1
123,I still respect the man . #speechless “ @USER : NBC suspends Brian Williams for 6 mo without pay :,1
124,"RT @USER : 2 hours down , 6 to go ! Learning to ski is knackering but so much fun ? @USER #ski #olympia2024 #aching #smiles htt ...",1
125,@USER @USER could n't go home empty handed .,1
126,#depression #anxiety #worry #grief #anger #fear #hopeless #doubt #shame #guilt,2
127,RT @USER : I have shipped for over 5 years and it was n't until 2 years ago I fell hard for these two . #PROFOUNDLOVE,2
128,RT @USER : Oh my god ? ? ?,1
129,RT @USER : Look what we found at the Airport in Kuala Lumpur ! #damaged #chairs,1
130,#Dismal #monology by #Olavi #Paavolainen vs Dismal #SaltyLiquorice by @USER .,2
131,RT @USER : Shot from last nights show #unicornnation,1
132,"RT @USER : yu have n't lived til ' you 've chewed , sucked , & gnawed pon dis .. ? ? ? #Caribbean #TeamJamaican",0
133,RT @USER : this 365 shit ? my boyfriend better than yours ? ? @USER love youuuuu ? ? ?,1
134,RT @USER : They meet ...,1
135,Sweet Obsession Euphoric Rechargeable Silicone Massager Waterproof Pink -,1
136,""" #art @USER @USER Passing Storm @USER "" HTTPURL :/ ...",0
137,RT @USER : During My Warm Up Set Mysterious World Pre-Party Presents Jordan Suckley #TechnoBoy #DAMAGED,1
138,RT @USER : The Onion is euphoric today : Local Church Full Of Brainwashed,0
139,"RT @USER : "" A climate of fear is your friend ; a euphoric world is your enemy . "" Warren Buffett",1
140,RT @USER : the matte black audi r8 is beautiful ?,1
141,""" @USER : Happy Valentines Day Bby ? ? ? ? ? ?",1
142,RT @USER : i did n't know they put jokes on skittles wrappers now,0
143,Does anyone find the cover of @USER offensive and distasteful ? #Appalled #bobbikristina,1
144,RT @USER : my childhood has been forever changed ?,1
145,RT @USER : i love tumblr ? ?,1
146,? → #5X10 #Distressed Sentiment Quote Photo Frame #Valentine Gift Shabby Chic Home Decor,1
147,RT @USER : Good wins over evil as there are once again two lives oaks at Toomer 's Corner . War Eagle ! #ToomersForever,2
148,RT @USER : The NSA just captured the evil side of Valentine 's Day in this perfect tweet,1
149,Tales Of Evil PhD Supervisors : 10th story - Vacation ?,0
150,@USER you made my grans day ! ! #Delighted ? ?,1
151,Harshad 's second Missionn ? @USER what did you do ? ? ? #appalled,1
152,"RT @USER : That 's right , Holly .",2
153,RT @USER : Albert Einstein 's theory on the existence of evil .,2
154,2 weeks until I can meet my idol @USER ! I 'm so excited ! ? ? xx,1
155,My excited Saturday work face . Is it 5 o'clock yet ?,1
156,Retweet : - if u excited to Gautam as chulbul pandey ? HTTPURL :/ ...,1
157,#Woman #stabbed #rescuing #friend from #abusive #boyfriend,2
158,Got some sweet #packers merchandise for my birthday including this hoodie . #delighted @USER @USER,0
159,Ca n't wait to see the #BATBD episode tonight with guest star @USER ! So excited @USER @USER,1
160,RT @USER : RETWEET IF YOU'RE EXCITED ? ? ?,1
161,Really @USER ? ? With 1/3 kids dealing with disease [ obesity ] you 're recommending this ? #Appalled #shameful,1
162,RT @USER : When you get excited to watch the Grammys and you get told Rhianna is performing ..,2
163,RT @USER : Wonderful Turner Field Tour today . So excited for baseball season . Thanks @USER @USER,1
164,RT @USER : Last night was the first night of The X Factor tour ! ! ! Belfast was an amazing crowd ! So excited for tonight ! ! ! ? ?,1
165,RT @USER : Where are our @USER fans ? ! RT if you 're excited to watch Naya guest co-host @USER on Tuesday ! ?,1
166,New kicks from @USER #delighted,1
167,Damn @USER looks amazing and creepy . Ca n't wait to watch #CrimsonPeak I 'm absolutely exhilarated,1
168,"Exhilarated , exhausted and emotional . Must have been my first @USER national conference ! #unwc15",1
169,We asked @USER for the one word that describes her state of mind leading up to her show ... #EXHILARATED # ...,1
170,He exposed me to real & now I HATEEEE lames ? ? ? My Monkey ? ? > > >,1
171,RT @USER : “ @USER : Here 's some gossip ... mikes underwear exposed #wow butt ?,1
172,Throwin that shade #beanie #delinquent #braid #frozen #lmao,2
173,""" @USER : Tom Cruise sitting on top of Burj Khalifa for Mission Impossible : Ghost Protocol @USER",0
174,EXPOSED : free fortune cookie SCAM at uwindsor marketplace #thatsnotafortune #appalled #fortuneless #cookiewasgoodtho,0
175,? ? #5X10 #Distressed Photo Sentiment Quote Picture Frame 4X4 Photo Opening #Valentine Gift,1
176,@USER buy 2 get 1 at target ! ! Cant wait to go home and play ! ? #bahamamama #marshmallow #wicked,1
177,Just learned Girl Scout cookies are now $ 5 per box . #APPALLED #DISBELIEF #INFLATION #FormerGirlScout,0
178,RT @USER : @USER @USER @USER 2nd top Daesh twitter after Shami is now exposed ! Thanks to @USER ! htt ...,1
179,Cruel ' Treatment ' of Dolphins 2 b exposed by @USER #Cowell4Dolphins,2
180,Orlandooo ? ? RT @USER : Peter Jackson with the cast before the filming of Lord of the Rings,1
181,Ukraine crisis : ' Dangerous ' British student exposed as pro-Russian fanatic with Putin links ...,2
182,Dang @USER has no chill #Delinquent,2
183,"RT @USER : ASARD KASSIM , #London #ISIS webmastr of EXPOSED #OpISIS #OpIceISIS @USER @USER HTTPURL ...",2
184,Hot #thong #ass posted by @USER - #thongexposed,1
185,This does n't even look like Kerry .. #appalled,1
186,My fave mascara and brow powder by @USER All my own lashes no false eyelashes here !,1
187,RT @USER : ISC protest telling the False #DalaiLama to Stop Lying ouside the Town Hall in #Copenhagen,2
188,RT @USER : . @USER who counted #zimbabweelephants ? NOT ZANUPF they submit false figures 2 feed #China Bloody Ivory !,2
189,A #boyhood like no other @USER #thrilling #dark #mystery #horror #depraved #fairytale,2
190,Can you feel it ? ! ! ? The new record is moving along nicely . #hopeclayburn #ardent #y'all loud !,1
191,"Ynn.io : Wink 's promise of a simple , afforda ... HTTPURL via @USER #mashable",0
192,@USER #dress #celine #fashion #zealous #sisters #apparel #fashionistas ...,1
193,RT @USER : My worst and only fear .,2
194,"RT @USER : "" Oh , do n't you worry , most of you will never fall in love and marry out of fear of dying alone . """,2
195,RT @USER : #PakvInd Imran 's message to team : Abandon fear of losing via @USER,2
196,( with a slight bit of fear ),2
197,There 's #power in looking #silly and not #caring that you do,2
198,"From the ofc , now at The Other Office for some cold beer and fish and chips . #destress #distressed",1
199,RT @USER : Fear stinks .. “ @USER : But they fear us just the same . @USER ? ? ?,2
200,One #TheBoardrAm skater will earn an invite to ? Games Austin .,1
201,"If the body be feeble , the mind will not be strong . - - Thomas Jefferson",1
202,West Ham must move on from feeble West Brom FA Cup debacle as soon as possible -,0
203,"FERVENT | S , M , L | 140k free PLASTIC CLIP , keychain rubber AND sticker 08572573719 7 / 28ae36f3",1
204,"Word for Today : ardent . adjective . having , expressive of , or characterized by intense feeling ; passionate , fervent .",1
205,"He had no #failings which were not owing to a #noble cause ; to an #ardent , #generous , perhaps an immoderate passion ...",1
206,RT @USER : The effectual fervent prayer of a righteous man availeth much . #PrayerIsMyMedicine ?,1
207,"RT @USER : . @USER Ironically , Goebbels was a fervent socialist . cc : @USER",1
208,RT @USER : Finally finished the avatar for @USER ! RT 's and favorites are always appreciated ! :D,1
209,Finished today training chest and triceps,1
210,"Finished foundry . Now I just need safety gear , and I 'll be popping out aluminum biscuits f ...",0
211,RT @USER : @USER Thought you might like my image of a wolf I recently finished,1
212,RT @USER : did they just finished swimming ? ? I 'm glad they had time to have fun ? ? #HAPPYRAVIDAY,1
213,RT @USER 88infinito888 : not finished ? #art #arte #artwork #artcolor #artist #bolígrafo #boceto #colour #creative ... HTTPURL ...,1
214,RT @USER : not finished yet but i gotta share these dorks anyways omgg,1
215,Cake is finished ! Proud of it tbh so hey ho . ?,1
216,"I literally just finished eating all the chocolate in my house , and my dad comes by with this . ? D'awe .",1
217,RT @USER : Just finished off installing this simple yet superb Hi-Fi system . @USER @USER @USER @USER HTTPURL ...,1
218,? { #girl #ana #depressed #pills #tired #sws #ptv #bands #music #cats #cuddles #raz ...,1
219,RT @USER : man this one was tough . finished Con badge for @USER,1
220,Baddieeee RT @USER : Beautifully Flawed,1
221,You do n't have to be perfect to be whole ! #JustBeWell,1
222,Thank you @USER for featuring Sally ' designs in your March / April issue #delighted ?,1
223,RT @USER : #notme #ana #anorexia #mia #bulimia #deb #depressed #depression #sue #suicide #suicidal # c ...,2
224,RT @USER : You shout at fans because they wo n't let you see your boyfriend and he starts laughing at how flustered you get ~ H HTTPURL : ...,1
225,@USER by emmal 940 Fifty shades of grey on #cleethorpes #beach #bleak #winter #walks #springerspaniel #home,2
226,"Frightened , but feeling ok about it",1
227,RT @USER : Last time I shared this UKIP were fuming . Seeing as they think it 's gone away I thought best to share again .,1
228,#cycling #Mountain .. #Maxxis #Ardent Great set of tires for tacky conditions . If you ride ...,1
229,When you birdie a hole but lose it to a ' Nett Eagle ' and you 're absolutely fuming inside #GCW,1
230,"Gorgeous @USER will be back tightly bound , gagged , frustrated and fuming in May",1
231,So you pay for a full bag of anything these days and you get half or 3/4 ! #joke #con #fuming,0
232,RT @USER : #SabadoNissan Se vende el #Nissan Skyline de #PaulWalker que utilizo en Fast and Furious,1
233,FAST & FURIOUS 6 MOVIE COLLECTION DVD BOX SET VAN DIESEL #movies #dvd #bluray #horror # ...,0
234,RT @USER : HTTPURL #cigarette #death #depressed,2
235,RT @USER : #dizzy #GamerGate #PS3 #perfect,1
236,RT @USER : POST MATCH : Dean Smith furious after @USER penalty debacle #wfc,2
237,When that whip bout to be too furious,2
238,"A first : When when your 2 - liter falls through the bag = 20 ft rocket launch , & huge puddle of pop . #baffled #bagfail",2
239,RT @USER : VIDEO : Footage of furious West Ham fans abusing owner David Sullivan after defeat !,1
240,"RT @USER : #INFO @USER et @USER on fait un ft . ensemble pour "" Fast and Furious 7 "" !",1
241,RT @USER : # ? zgecanAslan murder : men kept at bay at the funeral . Women of #Turkey are furious as hell .,2
242,Too Fast and Too Furious ? - New Photos and Details !,2
243,RT @USER : Face still really swollen . #Depressed #Tonsils,2
244,Books piling up ... so much pressure and gleeful anticipation .,1
245,Too cute Tish ! “ @USER : Latisha created a sweet card full of dimension and layers !,1
246,#bristol @USER @USER #clifton #bedminster #southville @USER @USER,2
247,@USER recently I got a #wicked t-shirt ! ? you like it ? ?,1
248,RT @USER : The colors of #borghetto and the gloomy sky ! #tuchini #CarnevaleIvrea,2
249,RT @USER : С днем святого валентина всех празднующий с инетом . Ну или с парой .,1
250,RT @USER : Can we just take a moment and realize how long my hair was ? ? . #depressed #throwback,1
251,RT @USER : Gloomy Watercolor Cats Slowly Bleeding Into The Paper ( 12 pics ): #watercolorpainting #cats,2
252,"И как говорил мой дорогой товарищ : "" лавки-скамейки """,1
253,RT @USER : RT @USER : ? ? ? #HappyValentinesDay Back Atcha From Cold & Gloomy NJ .. @USER @USER @USER HTTPURL :/ ...,1
254,RT @USER : A little color on this gloomy day in the city . I feel like a ? ! ! !,1
255,@USER Was fully committed to my health today & went to full body blast class ... still recovering ! ! ! #aching,1
256,How My Display Looks After Calibration #Baffled #Professional #Snob #HomeCinema,0
257,RT @USER : #AvaGardner bebopper ! - with #Dizzy #jazz,1
258,RT @USER : This is my snapchat ? : complicated 94 #depressed #suicidal,1
259,#AssadHolocaust the world grieved at the burning of asoldier and they silence at the burning of hundreds of civilians,2
260,Our hearts are sorrowed our souls are grieved #JusticeForMurtaza,2
261,Stay tuned ! #teammazon #KG27 #zealous @USER @USER @USER,1
262,"RT @USER : My EP #IWantYouToKnow comes out Feb 10 , 2015 ! It also features my single #Dizzy - Get ready , can't wait ! ! #EP #Feb10 HTTPURL : ...",1
263,RT @USER : SAFE 2/12 / 15 . ADOPTED . TY . HAPPINESS ROCKIE ? ? URGENT 2/3 / 15.NYC . ROCKIE . HTTPURL .,1
264,RT @USER : Happy #valentinesday dear @USER I hope you have an #amazing day full of #love and #happiness ? ?,1
265,@USER Pretty girl ! Very beautiful ! Happiness to you ! And Happy Valentine 's Day !,1
266,RT @USER : SAFE 2/10 / 15 . ADOPTED . TY . HAPPINESS LILY ? ? SUPER URGENT 2/10 / 15.NYC . HTTPURL .,1
267,#Rain by DJLee - #Atmosphere #Barren #Branches #CloseUp #Cold #Dark #Green,2
268,""" @USER : Strawberry & Nutella Crepe my happiness ? ?",1
269,RT @USER : All I need for valentines is the happiness of playing soccer ? ?,1
270,#Dizzy ! Daredevil visits #Tuscaloosa and climbs the railroad trestle over the Black Warrior :,1
271,RT @USER : luke smiling is SO important to me my tummy flips with excitement joy and happiness just by knowing he is happy,1
272,RT @USER : SAFE 2/11 / 15 . PULLED BY SECOND CHANCE RESCUE . TY . HAPPINESS PINK ? ? SU 2/9 / 15.NYC . HTTPURL .,2
273,This is happy good evening meet ; With such a fine scene sweet .,1
274,RT @USER : Happy valentines day .,1
275,RT @USER : Happy Valentine day from us ? ? @USER,1
276,@USER ? ? Happy Valentine 's Day ? ?,1
277,happy valentines day to me from me ? ?,1
278,Happy Valentine 's Day @USER ! ! ? ? ?,1
279,RT @USER : Last day on camp for me ! Quality track session from the group . 132 x 400m from 9 athletes ! #dizzy #altitudetraining,1
280,@USER HAPPY VALENTINES DAY ? ? I love you,1
281,@USER Happy Valentine 's Day ? ?,1
282,"RT @USER : Happy birthday to #MUFC forward Angel Di Maria , who turns 27 today .",1
283,RT @USER : I want a hug of @USER because I feel so bad right now #depressed,2
284,RT @USER : Extremely Happy with my progress did n't think my #quads could get any bigger @USER @USER @USER,1
285,RT @USER : Happy Valentine 's Day babes .,1
286,RT @USER : Happy Valentine 's Day to me,1
287,View from #theshard only floor 32 and am feeling #dizzy lol,2
288,Check out this amazing deal ! Brand New Singe / Double / King Heated Electric Blanket 20 % off ! Now only ? 9.99 !,1
289,"RT @USER : The boys are having a pre-dinner , heated pool swim at @USER #SSCullinan ( mommy 's having a cosmo )",1
290,#colorsplash_bw #zealous Chocolate #university online : With chocolate classes from Choc,1
291,RT @USER : Black swan . You may feel different frm others cos u r #depressed but u r still beautiful & unique . #beatdepression HTTPURL :/ ...,1
292,"Heated af . My second pair was supposed to be skipper blue , not glass blue",1
293,"RT @USER : Migrant #traditionalfishers living on the edge , Nosy Manandra , #Barren Isles , #Madagascar",1
294,BEAUTY : #66781 NEW Mastex Professional Heated Beauty Booties Feet Therapy - White ( MX - 25 ) ...,1
295,snowing outside but we can't be bothered - thawing out indoors . Best heated pool in the city . @USER #philly,1
296,RT @USER : Help the helpless . Tweet & retweet for #Syria . Do n't let evil get its way . #AssadHolocaust,2
297,Another @USER penalty flies past a helpless goalie ( after bouncing twice ) 3 out of 3 for him now #letissier,2
298,#jbb #nature #winter #snow #ice #barren #frozen,1
299,Happy Valentines day Ajit ? ? ? khush rehna ? ?,1
300,RT @USER : Professor Argues That College Students Are Helpless and Need ‘ Dictator ' Teachers,2
301,RT @USER : ? RETWEET if U HAV A HOPELESS CRUSH ON SOMEONE YOU CAN NEVER CALL YOURS 5sos5,2
302,"RT @USER : British consul @USER "" horrified "" by illegal Israeli settlements on visit to West Bank HTTPURL ...",2
303,Atleast my boyfriend understands me . #depressed #parentsdontknowshit #clearly,1
304,Do n't tell me I 'm not the only one who does this . #selfiewithdogs #doting,1
305,RT @USER : Here 's a picture of me looking horrified because I 've realised there 's griver jizz on my shoulder.Also the dvd 's out HTTPURL :/ ...,2
306,Money never hurt my feelings #HappyVday,1
307,RT @USER : @USER you gotta let that hurt go .,1
308,#depressed #depressionquotes #death #depression ...,2
309,RT @USER : Hurt Hoes Come Take Shots with @USER @USER & I Tonight ! Shots and Jizzles on Mee ? ?,1
310,RT @USER : An actual women people should be idolizing Angelina Jolies talent and beauty is just as beautiful as her soul,1
311,Chegaram nossos novos cart ? es =D #agenciaDoting #cart ? es #doting,0
312,At - - #drugs #alternative #blithe #dark #depressed #depression #grunge #insine #pale #para ...,2
313,"#trashcomics lmao dick , so incensed . HOW COULD THAT HAPPEN * flops all over the furniture *",2
314,RT @USER : Getting really incensed w / the GOP 's public displays of disrespect to the POTUS & America . Karma 's due . #UniteBlue #P2 HTTPURL : ...,2
315,Absolutely incensed by this cynical 50 Shades / Valentine cash-in at Tesco,0
316,Great view even from the Gods @USER #wicked,1
317,Best girl . Had a rough week . #barren,1
318,"It 's about the charm , the attitude , that smile ... and suddenly you 're infatuated ! #HappyValentinesDay #BeMODE #love",1
319,I 'm still not over these I 'm so obsessed and in love and infatuated with Jade,1
320,RT @USER : NEW MUSIC : Check out my new song Infatuated w / @USER streaming on @USER - HTTPURL,0
321,I think it 's safe to say I 've never been so infatuated and in love with someone . Never want another Valentine ? ? ?,1
322,@USER ( - ) ella - Te quiero ... - susurra mordiéndose el labio inferior mirándola a los ojos -,1
323,Was an exciting start to the week with good news yesterday #ecstatic,1
324,Q : Which vascular territory is infarcted here ? ANSWER : #FOAMrad #FOAMed #radiology,2
325,RT @USER : #Sad #Sadness #Lost #Lonely #Hurt #Broken #Depression #Disorder #Depressed #Selfharm #Selfhate #Quotes #Suicide #Hope ...,2
326,RT @USER : This is what many black Americans see and become increasingly infuriated ! Change is needed !,2
327,"@USER This is crap , where 's the luv for the west coast ? ! Infuriated ?",2
328,Daughter is infuriated by her father 's wrong lyrics to ' Frozen ' :,2
329,@USER sets the new BOYS STATE SWIMMING RECORD in the 200 IM 1:49 : 20,1
330,Just learned Girl Scout cookies are now $ 5 per box . #APPALLED #DISBELIEF #INFLATION #FormerGirlScout,1
331,I am extremely honored to announce two artists coming to #eauxclaires on July 17 & 18 : @USER @USER #ecstatic,1
332,Erdo ? an ve Davuto ? lu ? zgecan ' ? n ailesini arad ?,2
